Titre;genre1;genre2;réalisateur_1;actor_1;actor 2;actor 3;note_presse;note_spectators;Scenar;nationality_1;distributor;language;real awards;first actor awards;Second actor awards;length_corrected;day;month;year;nomi;awards
Haseen Dillruba : Beauté envoûtante;Policier;Romance;Vinil Mathew;Tapsee Pannu;Vikrant Massey;Harshvardhan Rane;;soso;Kanika Dhillon;Inde;;Hindi;0.0;0.0;0.0;135;24;octobre;2022;0;0
Haters;Comédie;;Stéphane Marelli;Kev Adams;Estéban;Clara Joly;1,5;bad;Romuald Boulanger;France;;Français;0.0;0.0;1.0;90;2;décembre;2021;0;0
Haut et Fort;Drame;Musical;Nabil Ayouch;Ismail Adouab;Anas Basbousi;Meriem Nekkach;3,2;soso;Nabil Ayouch;Maroc;Ad Vitam;Arabe;6.0;0.0;0.0;102;17;novembre;2021;12;0
Heart Parade;Comédie;Romance;Filip Zylber;Anna Próchniak;Michal Czernecki;Iwo Rajski;;soso;Wiktor Piatkowski;Pologne;;Polonais;0.0;0.0;0.0;108;15;juin;2022;0;0
Here Today;Comédie;;Billy Crystal;Billy Crystal;Tiffany Haddish;Sharon Stone;;soso;Billy Crystal;U.S.A.;;Anglais;4.0;4.0;1.0;93;7;décembre;2021;0;0
Hero Mode;Comédie;;A.J. Tesler;Mira Sorvino;Chris Carpenter;Sean Astin;;soso;;U.S.A.;;Anglais;0.0;2.0;4.0;88;2;août;2022;0;0
Heroes - The Battle at Lake Changjin;Action;Drame;Chen Kaige;Jing Wu;Jackson Yee;Duan Yihong;;soso;Huang Jianxin;Chine;;Chinois;2.0;0.0;0.0;176;27;juillet;2022;0;0
Hikikomori;Comédie dramatique;Fantastique;Sophie Attelann;Coline Chantrel;Karine Ventalon;Gigi Ledron;;good;Sophie Attelann;France;Cinéma Saint-André des Arts;Français;0.0;0.0;0.0;75;24;novembre;2021;0;0
Hilda et le Roi de la montagne;Aventure;Animation;Andy Coyle;Bella Ramsey;Ameerah Falzon-Ojo;Oliver Nelson (II);;good;Luke Pearson;U.S.A.;;Anglais;0.0;0.0;0.0;85;30;décembre;2021;0;0
Histoires inédites;Drame;Romance;Abhishek Chaubey;Kunal Kapoor;Zoya Hussain;Abhishek Banerjee;;soso;Piyush Gupta;Inde;;Hindi;1.0;0.0;0.0;110;17;septembre;2021;0;0
Hit The Road;Drame;;Panah Panahi;Hassan Madjooni;Pantea Panahiha;Rayan Sarlak;4,0;good;Panah Panahi;Iran;Pyramide Distribution;Perse;0.0;0.0;0.0;93;27;avril;2022;3;0
Hitman & Bodyguard 2;Action;Comédie;Patrick Hughes (II);Ryan Reynolds;Samuel L. Jackson;Salma Hayek;2,8;soso;Brandon Murphy;U.S.A.;Metropolitan FilmExport;Anglais;1.0;5.0;4.0;117;30;juin;2021;0;0
Holy Emy;Drame;Fantastique;Araceli Lemos;Abigael Loma;Hasmine Kilip;Irene Inglesi;3,3;soso;Araceli Lemos;Grèce;Utopie Films;Grec;0.0;0.0;0.0;111;22;mars;2023;0;0
Home;Drame;;Franka Potente;Jake McLaughlin;Aisling Franciosi;Kathy Bates;;good;Franka Potente;Allemagne;Bac Films;Anglais;0.0;0.0;0.0;100;9;novembre;2022;0;0
Homebound;Drame;Epouvante-horreur;Sebastian Godwin;Tom Goodman-Hill;Aisling Loftus;Raffiella Chapman;;bad;Sebastian Godwin;Grande-Bretagne;;Anglais;0.0;0.0;0.0;71;5;avril;2023;0;0
Homunculus;Epouvante-horreur;Thriller;Takashi Shimizu;Gô Ayano;Ryô Narita;Yukino Kishii;3,0;soso;Takashi Shimizu;Japon;;Japonais;9.0;0.0;0.0;115;22;avril;2021;0;0
Honsla Rakh;Comédie;Romance;Amarjit Singh;Diljit Dosanjh;Sonam Bajwa;Shehnaaz Kaur Gill;;soso;;Inde;Friday Entertainment;Autre;0.0;0.0;0.0;145;15;octobre;2021;0;0
Hors de la mort;Action;Thriller;Mike Burns;Jaime King;Bruce Willis;Lala Kent;;bad;;U.S.A.;;Anglais;0.0;0.0;1.0;96;21;janvier;2022;1;0
Hostage Game;Action;Thriller;Jon Keeyes;Tyrese Gibson;John Malkovich;Holly Taylor;;bad;Mickey Solis;U.S.A.;;Anglais;0.0;0.0;1.0;91;21;octobre;2021;0;0
Hôtel Transylvanie : changements monstres;Animation;Comédie;Derek Drymon;Serge Faliu;Brian Hull;Mélody Dubos;2,7;soso;Genndy Tartakovsky;U.S.A.;;Anglais;0.0;0.0;0.0;98;14;janvier;2022;0;0
House of Gucci;Biopic;Drame;Ridley Scott;Lady Gaga;Adam Driver;Al Pacino;2,9;good;Roberto Bentivegna;U.S.A.;Universal Pictures International France;Anglais;30.0;2.0;1.0;157;24;novembre;2021;7;0
Hridayam;Romance;;Vineeth Sreenivasan;Pranav Mohanlal;Kalyani Priyadarshan;Darshana Rajendran;;soso;Vineeth Sreenivasan;Inde;Friday Entertainment;Autre;0.0;0.0;0.0;172;26;janvier;2022;0;0
Hygiène sociale;Drame;Historique;Denis Côté;Maxim Gaudette;Larissa Corriveau;Eléonore Loiselle;;soso;Denis Côté;Canada;;Français;2.0;0.0;0.0;75;21;novembre;2022;0;0
Hyperland;Drame;Science Fiction;Mario Sixtus;Lorna Ishema;Samuel Schneider;Maximilian Pekrul;;soso;Mario Sixtus;Allemagne;;Allemand;0.0;0.0;0.0;107;1;décembre;2022;0;0
Hypnotique;Epouvante-horreur;Thriller;Matt Angel;Kate Siegel;Jason O'Mara;Dule Hill;;bad;Matt Angel;U.S.A.;;Anglais;0.0;0.0;0.0;88;27;octobre;2021;0;0
Hytte;Drame;;Jean-Louis Schuller;Luc Schiltz;Ingrid Liavaag;Mike Tock;;soso;Jean-Louis Schuller;Luxembourg;;Français;0.0;0.0;0.0;76;18;octobre;2021;0;0
I Care A Lot;Comédie;Thriller;J Blakeson;Rosamund Pike;Eiza Gonzalez;Dianne Wiest;3,0;soso;J Blakeson;U.S.A.;;Anglais;4.0;1.0;0.0;118;25;octobre;2022;0;0
I Comete;Drame;;Pascal Tagnati;Jean-Christophe Folly;Pascal Tagnati;Cédric Appietto;4,0;soso;Pascal Tagnati;France;New Story;Français;1.0;0.0;1.0;127;20;avril;2022;1;0
I Love America;Comédie;Romance;Lisa Azuelos;Sophie Marceau;Djanis Bouzyani;Colin Woodell;1,6;soso;Lisa Azuelos;France;;Français;1.0;3.0;0.0;102;11;mars;2022;0;0
I Missed You;Comédie;Drame;Mag Hsu;Eve Ai;Kang Ren Wu;Meng-Po Fu;;soso;Mag Hsu;Taïwan;;Chinois;0.0;0.0;0.0;100;7;novembre;2022;0;0
I See You;Policier;Drame;Adam Randall;Helen Hunt;Jon Tenney;Judah Lewis;;good;Devon Graye;U.S.A.;L'atelier d'images;Anglais;0.0;3.0;0.0;98;22;juin;2020;1;0
I’m Your Man;Comédie;Drame;Maria Schrader;Maren Eggert;Dan Stevens;Sandra Hüller;3,1;good;Maria Schrader;Allemagne;Haut et Court;Allemand;1.0;1.0;0.0;105;22;juin;2022;11;0
Icare;Animation;;Carlo Vogele;Camille Cottin;Niels Schneider;Féodor Atkine;3,7;good;Carlo Vogele;Luxembourg;Bac Films;Français;8.0;2.0;2.0;76;30;mars;2022;0;0
Ice Road;Action;Thriller;Jonathan Hensleigh;Liam Neeson;Laurence Fishburne;Holt McCallany;2,8;soso;Jonathan Hensleigh;U.S.A.;Metropolitan FilmExport;Anglais;0.0;1.0;4.0;109;4;août;2021;0;0
Ida Red;Action;Policier;John Swab;Melissa Leo;Frank Grillo;Josh Hartnett;;soso;John Swab;U.S.A.;;Anglais;0.0;6.0;0.0;116;6;décembre;2021;0;0
Idylle sur une île;Romance;;Christine Luby;Saskia Hampele;Liam McIntyre;Lynn Gilmartin;;bad;;Australie;;Anglais;0.0;0.0;0.0;91;6;avril;2021;0;0
Il buco;Drame;;Michelangelo Frammartino;Paolo Cossi;Jacopo Elia;Denise Trombin;4,0;good;Michelangelo Frammartino;Italie;Les Films du Losange;Italien;0.0;0.0;0.0;93;4;mai;2022;4;0
Il Divin Codino : L'art du but par Roberto Baggio;Biopic;Drame;Letizia Lamartire;Andrea Arcangeli;Valentina Bellè;Thomas Trabacchi;;soso;Ludovica Rampoldi;Italie;;Italien;0.0;0.0;0.0;91;26;mai;2021;0;0
Il est Elle;Drame;;Clément Michel;Odile Vuillemin;Jonathan Zaccaï;Andréa Furet;;soso;Catherine Ramberg;France;TF1;Français;8.0;0.0;2.0;90;1;novembre;2021;0;0
Il est trop bien;Comédie;Romance;Mark Waters;Addison Rae;Tanner Buchanan;Rachael Leigh Cook;;soso;R. Lee Fleming Jr;U.S.A.;;Anglais;6.0;0.0;0.0;88;29;août;2021;0;0
Il faut sauver la maison de Noël;Romance;;John Stimpson;Katie Leclerc;Brent Bailey;Cindy Lentol;;good;Megan Freels Johnston;U.S.A.;TF1;Anglais;0.0;0.0;0.0;89;4;novembre;2022;0;0
Ils s'aiment... enfin presque !;Comédie;;Hervé Brami;Muriel Robin;Pierre Arditi;Carole Bouquet;2,7;bad;;France;TF1;Français;0.0;4.0;3.0;90;18;avril;2022;0;0
Ils sont vivants;Comédie dramatique;Romance;Jérémie Elkaïm;Marina Foïs;Seear Kohi;Laetitia Dosch;3,4;good;Jérémie Elkaïm;France;Memento Distribution;Français;2.0;1.0;0.0;112;23;février;2022;4;0
Illusions Perdues;Drame;Historique;Xavier Giannoli;Benjamin Voisin;Cécile de France;Vincent Lacoste;4,0;excellent;Xavier Giannoli;France;Gaumont Distribution;Français;2.0;1.0;10.0;150;20;octobre;2021;24;0
Impardonnable;Drame;Thriller;Nora Fingscheidt;Sandra Bullock;Vincent D'Onofrio;Jon Bernthal;3,3;good;Peter Craig;U.S.A.;;Anglais;0.0;6.0;1.0;112;10;décembre;2021;0;0
In for a Murder;Policier;Drame;Piotr Mularuk;Anna Smolowik;Pawel Domagala;Szymon Bobrowski;;soso;Piotr Mularuk;Pologne;;Polonais;0.0;0.0;0.0;105;19;octobre;2021;0;0
Indemnity;Action;Thriller;Travis Taute;Jarrid Geduld;Gail Mabalane;André Jacobs;;bad;Travis Taute;Afrique du Sud;;Anglais;0.0;0.0;0.0;130;1;juin;2022;0;0
Inexorable;Thriller;;Fabrice Du Welz;Benoît Poelvoorde;Alba Gaia Bellugi;Mélanie Doutey;3,3;soso;Joséphine Hopkins;France;The Jokers / Les Bookmakers;Français;4.0;4.0;0.0;99;6;avril;2022;1;0
Infinite;Action;Science Fiction;Antoine Fuqua;Mark Wahlberg;Chiwetel Ejiofor;Sophie Cookson;;soso;Ian Shorr;U.S.A.;;Anglais;5.0;11.0;1.0;106;3;octobre;2021;3;0
Injustice;Action;Animation;Matt Peters;Justin Hartley;Anson Mount;Laura Bailey;;soso;Ernie Altbacker;U.S.A.;;Anglais;0.0;0.0;0.0;76;20;octobre;2021;0;0
Inside Ted : Dans la tête du serial killer;Biopic;Policier;Amber Sealey;Elijah Wood;Luke Kirby;Robert Patrick;;soso;;U.S.A.;;Anglais;0.0;1.0;1.0;100;31;janvier;2023;1;0
Instinct maternel;Epouvante-horreur;Thriller;John Lee;Ilana Glazer;Justin Theroux;Pierce Brosnan;;bad;Ilana Glazer;U.S.A.;;Anglais;0.0;0.0;0.0;92;15;avril;2022;0;0
Introduction;Drame;;Hong Sang-Soo;Shin Seokho;Mi-so Park;Kim Young-Ho;3,5;soso;Hong Sang-Soo;Corée du Sud;Capricci Films;Coréen;4.0;0.0;0.0;66;2;février;2022;9;0
Isolés;Drame;Thriller;Rick Ostermann;Tobias Moretti;Valery Tscheplanowa;Lisa Vicari;;good;Rick Ostermann;Allemagne;Arte;Allemand;0.0;0.0;0.0;92;3;décembre;2021;0;0
J’irai au bout de mes rêves;Comédie;Drame;Stéphanie Pillonca;Camille Lou;Samuel Allain Abitbol;Guillaume De Tonquédec;;good;Stéphanie Pillonca;France;M6;Français;0.0;0.0;0.0;90;13;septembre;2022;0;0
Jack In The Box 2 : Le réveil du démon;Epouvante-horreur;;Lawrence Fowler;Matt McClure;James Swanton;Nicola Wright;;soso;Lawrence Fowler;Grande-Bretagne;;Anglais;0.0;0.0;0.0;93;1;juillet;2022;0;0
Jackpotes;Comédie;;Marcos Bucay;Aldo Escalante;Ricardo Polanco;Natalia Téllez;;soso;Marcos Bucay;Mexique;;Espagnol;0.0;0.0;0.0;97;24;octobre;2022;0;0
Jagame Thandhiram;Action;Drame;Karthik Subbaraj;V Dhanush;Aishwarya Lekshmi;James Cosmo;;soso;Karthik Subbaraj;Inde;;Hindi;0.0;0.0;0.0;158;18;juin;2021;0;0
Jai Bhim;Drame;Espionnage;T.J. Gnanavel;Suriya;Prakash Raj;Lijo Mol Jose;;good;;Inde;;-;0.0;0.0;0.0;164;1;novembre;2021;0;0
Jakob’s Wife;Epouvante-horreur;Thriller;Travis Stevens;Barbara Crampton;Larry Fessenden;Bonnie Aarons;;soso;Mark Steensland;U.S.A.;;Anglais;0.0;0.0;2.0;98;24;mars;2022;0;0
Jamie;Drame;Musical;Jonathan Butterell;Max Harwood;Lauren Patel;Sarah Lancashire;;soso;Dan Gillespie Sells;U.S.A.;The Walt Disney Company France;Anglais;0.0;0.0;0.0;116;17;septembre;2021;1;0
Je l’aime à mentir;Comédie;;Gabriel Julien-Laferrière;Julie de Bona;Samir Boitard;Frédéric Chau;;good;Guillaume Labbé;France;6ter;Français;1.0;0.0;0.0;90;7;septembre;2021;0;0
Je suis Karl;Drame;Thriller;Christian Schwochow;Luna Wedler;Jannis Niewöhner;Milan Peschel;;soso;Thomas Wendrich;Allemagne;;Allemand;1.0;0.0;0.0;126;23;septembre;2021;1;0
Je suis toutes les filles;Thriller;;Donovan Marsh;Hlubi Mboya;Erica Wessels;Deon Lotz;;good;Wayne Fitzjohn;Afrique du Sud;;Anglais;0.0;0.0;0.0;107;14;mai;2021;0;0
Je te veux moi non plus;Comédie;;Inès Reg;Inès Reg;Kévin Debonne;Pauline Clément;2,5;bad;Inès Reg;France;;Français;0.0;0.0;0.0;100;25;mars;2021;1;0
Jekyll contre Hyde;Epouvante-horreur;;Steve Lawson;Michael McKell;Tom Hendryk;Helen Crevel;;soso;;Grande-Bretagne;;Anglais;0.0;0.0;0.0;85;31;mars;2022;0;0
Jerk;Biopic;Drame;Gisèle Vienne;Jonathan Capdevielle;Catherine Robbe-Grillet;;;soso;Dennis Cooper;France;Shellac;Français;0.0;0.0;0.0;61;6;avril;2022;0;0
Jesús López;Drame;;Maximiliano Schonfeld;Lucas Schell;Joaquin Spahn;Sofia Palomino;3,0;soso;Selva Almada;Argentine;Tamasa Distribution;Espagnol;0.0;0.0;0.0;87;13;juillet;2022;0;0
Jeunesse en sursis;Drame;Romance;Kateryna Gornostai;Maria Fedorchenko;Arsenii Markov;Yana Isaienko;3,3;soso;Kateryna Gornostai;Ukraine;Wayna Pitch;ukrainien;0.0;0.0;0.0;122;14;septembre;2022;0;0
Jockey;Drame;;Clint Bentley;Clifton Collins Jr.;Molly Parker;Moises Arias;;soso;Clint Bentley;U.S.A.;;Anglais;0.0;0.0;2.0;94;2;mai;2022;0;0
Jodi;Romance;;Amberdeep Singh;Diljit Dosanjh;Nimrat Khaira;;;soso;;Inde;Desi Entertainment Paris;Autre;0.0;0.0;0.0;143;5;mai;2023;0;0
Joji;Drame;;Dileesh Pothan;Fahadh Faasil;Basil Joseph;Dileesh Pothan;;soso;;Inde;;-;0.0;0.0;0.0;113;6;avril;2021;0;0
Jolt;Action;Comédie;Tanya Wexler;Kate Beckinsale;Jai Courtney;Stanley Tucci;2,0;soso;Scott Wascha;U.S.A.;;Anglais;4.0;2.0;0.0;91;23;juillet;2021;0;0
Journal d'une aventure new-yorkaise;Comédie;Romance;Bruno Garotti;Larissa Manoela;Thati Lopes;Bruno Montaleone;;soso;Sylvio Gonçalves;Brésil;;Portugais;0.0;0.0;0.0;96;18;août;2021;0;0
Journal de Tûoa;Comédie;Drame;Miguel Gomes;Crista Alfaiate;Carloto Cotta;João Nunes Monteiro;3,2;soso;Mariana Ricardo;Portugal;Shellac;Portugais;4.0;0.0;0.0;98;14;juillet;2021;2;0
Joyeuse fin du monde;Comédie;Drame;Camille Griffin;Keira Knightley;Matthew Goode;Annabelle Wallis;;soso;Camille Griffin;Grande-Bretagne;;Anglais;0.0;3.0;1.0;92;23;septembre;2022;0;0
Judas and the Black Messiah;Biopic;Drame;Shaka King;Daniel Kaluuya;Lakeith Stanfield;Jesse Plemons;3,0;good;Shaka King;U.S.A.;;Anglais;0.0;3.0;3.0;126;27;avril;2021;12;0
Juju Stories;Drame;Fantastique;Abba Makama;Paul Utomi;Timini Egbuson;;;good;Abba Makama;Nigéria;;Anglais;0.0;0.0;0.0;84;6;octobre;2022;0;0
Jukaï : la Forêt des Suicides;Epouvante-horreur;;Takashi Shimizu;Yumi Adachi;Hideko Hara;Fûju Kamio;;bad;Takashi Shimizu;Japon;The Jokers / Les Bookmakers;Japonais;9.0;0.0;0.0;117;16;mars;2022;1;0
Julie (en 12 chapitres);Comédie;Drame;Joachim Trier;Renate Reinsve;Anders Danielsen Lie;Herbert Nordrum;4,2;good;Joachim Trier;Norvège;Memento Distribution;Norvégien;2.0;1.0;0.0;128;13;octobre;2021;20;0
Juliette dans son bain;Comédie;;Jean-Paul Lilienfeld;André Dussollier;Marisa Berenson;Charlotte Gabris;;soso;Gilles Taurand;France;Arte;Français;3.0;4.0;2.0;90;13;mai;2022;0;0
June & Kopi;Comédie;Drame;Noviandra Santosa;Acha Septriasa;Makayla Rose Hilli;Ryan Delon;;soso;Noviandra Santosa;Indonésie;;Indonésien;0.0;0.0;0.0;90;28;janvier;2021;0;0
Jungle Cruise;Aventure;;Jaume Collet-Serra;Emily Blunt;Dwayne Johnson;Jesse Plemons;3,2;good;John Requa;U.S.A.;The Walt Disney Company France;Anglais;2.0;1.0;3.0;128;28;juillet;2021;0;0
Juniper;Drame;;Matthew Saville;Charlotte Rampling;George Ferrier;Marton Csokas;;soso;Matthew Saville;Nouvelle-Zélande;;Anglais;3.0;7.0;0.0;95;1;mars;2022;0;0
Junk Head;Aventure;Animation;Takahide Hori;Takahide Hori;Yuji Sugiyama;Atsuko Miyake;3,5;good;Takahide Hori;Japon;UFO Distribution;Japonais;0.0;0.0;0.0;101;18;mai;2022;1;0
Just Say Yes;Comédie;Romance;Appie Boudellah;Yolanthe Cabau;Juvat Westendorp;Huub Smit;;soso;Appie Boudellah;Pays-Bas;;Néerlandais;0.0;0.0;0.0;97;2;avril;2021;0;0
Juste sous vos yeux;Drame;;Hong Sang-Soo;Hye-Young Lee;Hae-hyo Kwon;Yunhee Cho;4,1;good;Hong Sang-Soo;Corée du Sud;Capricci Films;Coréen;4.0;0.0;0.0;85;21;septembre;2022;1;0
Justice Society: World War II;Action;Animation;Jeff Wamester;Matt Bomer;Stana Katic;Matthew Mercer;;soso;Meghan Fitzmartin;U.S.A.;;Anglais;0.0;2.0;0.0;84;26;mai;2021;0;0
Kabadadaari;Drame;Thriller;Pradeep Krishnamoorthy;Nandita Swetha;Sibiraj Sathyaraj;Abhishek Shankar;;soso;Pradeep Krishnamoorthy;Inde;;Tamoul;0.0;0.0;0.0;146;25;février;2021;0;0
Karnan;Action;Drame;Mari Selvaraj;V Dhanush;Lal;Rajisha Vijayan;;good;;Inde;Friday Entertainment;Tamoul;0.0;0.0;0.0;159;13;mai;2021;0;0
Kate;Action;Aventure;Cedric Nicolas-Troyan;Mary Elizabeth Winstead;Woody Harrelson;Michiel Huisman;3,0;soso;Umair Aleem;U.S.A.;;Anglais;1.0;2.0;2.0;106;11;septembre;2021;1;0
Kenshin : L’achèvement;Action;;Keishi Otomo;Takeru Satoh;Mackenyu;Emi Takei;;good;Keishi Otomo;Japon;;Japonais;0.0;0.0;0.0;138;18;juin;2021;0;0
Killer Game;Epouvante-horreur;Thriller;Patrick Brice;Sydney Park;Sarah Dugdale;Kayla Heller;2,8;bad;Henry Gayden;U.S.A.;;Anglais;1.0;0.0;0.0;96;6;octobre;2021;0;0
Killing Field;Action;Thriller;James Cullen Bressack;Jesse Metcalfe;Bruce Willis;Chad Michael Murray;;bad;Alan Horsnail;U.S.A.;;Anglais;0.0;0.0;1.0;99;2;mars;2022;1;0
Kingdom: Ashin of the North;Action;Fantastique;Kim Seong-hun;Byeong-eun Park;Si-ah Kim;Kim Roi-ha;;good;Kim Eun-Hee;Corée du Sud;;Coréen;0.0;0.0;0.0;92;23;juillet;2021;0;0
Knocking;Drame;Thriller;Frida Kempff;Cecilia Milocco;Albin Grenholm;Ville Virtanen;;soso;Emma Broström;Suède;;Suédois;1.0;0.0;0.0;78;30;novembre;2022;0;0
Kodiyil Oruvan;Action;Policier;Ananda Krishnan;Vijay Antony;Ramachandra Raju;Aathmika;;good;Ananda Krishnan;Inde;Night ed films;Tamoul;0.0;0.0;0.0;152;17;septembre;2021;0;0
Kurup;Biopic;Policier;Srinath Rajendran;Dulquer Salmaan;Manoj Bajpayee;Sobhita Dhulipala;;good;;Inde;Friday Entertainment;Tamoul;0.0;0.0;0.0;155;12;novembre;2021;0;0
Kuruthi;Thriller;;Manu Warrier;Prithviraj Sukumaran;Shine Tom Chacko;Roshan Mathew;;good;;Inde;;Autre;0.0;0.0;0.0;122;10;août;2021;0;0
L’affaire de la culotte de cuir;Comédie;;Markus Engel;Stefan Pohl;Josephine Bloéb;Jasmin Barbara Mairhofer;;good;Marc Brugger;Autriche;Arte;Allemand;0.0;0.0;0.0;89;7;juillet;2022;0;0
L'Ami qui n’existe pas;Drame;Thriller;Nicolas Cuche;Audrey Dana;Tiphaine Daviot;Medi Sadoun;;good;Nicolas Cuche;France;France 2;Français;1.0;2.0;0.0;90;25;octobre;2021;0;0
L'amour arrive toujours à Noël;Romance;;Andrew Cymek;Alys Crocker;David Pinard;Bukola Ayoka;;soso;;Canada;;Anglais;0.0;0.0;0.0;90;14;octobre;2022;0;0
L'amour comme au cinéma;Comédie;Romance;Christie Will Wolf;Cindy Busby;Christopher Russell;Latonya Williams;;soso;;U.S.A.;;Anglais;0.0;0.0;0.0;84;11;novembre;2022;0;0
L'Amour complexe;Comédie;Romance;Steven K. Tsuchida;Christina Milian;Jay Pharoah;Sinqua Walls;;soso;Dana Schmalenberg;U.S.A.;;Anglais;1.0;0.0;0.0;101;29;juillet;2021;0;0
L'Amour puissance mille;Comédie;Romance;Filip Zylber;Adrianna Chlebicka;Mateusz Banasiuk;Agnieszka Zulewska;;soso;Wiktor Piatkowski;Pologne;;Polonais;0.0;0.0;0.0;133;24;octobre;2022;0;0
L’As du Golf;Biopic;Comédie;Craig Roberts;Mark Rylance;Sally Hawkins;Rhys Ifans;;good;Simon Farnaby;Grande-Bretagne;;Anglais;1.0;2.0;1.0;102;29;août;2022;0;0
L’Employée du mois;Comédie;Thriller;Véronique Jadin;Jasmina Douieb;Laetitia Mampaka;Alex Vizorek;;soso;Véronique Jadin;Belgique;;Français;1.0;0.0;0.0;78;9;mai;2023;0;0
L'Enfant;Drame;Historique;Marguerite de Hillerin;João Luís Arrais;Grégory Gadebois;Maria João Pinho;3,6;good;Marguerite de Hillerin;France;Alfama Films;Français;0.0;0.0;1.0;109;20;avril;2022;0;0
L'Enfer sous Terre;Drame;Historique;J.P. Watts;Sam Hazeldine;Tom Goodman-Hill;Kris Hitchen;;good;J.P. Watts;Grande-Bretagne;;Anglais;0.0;0.0;0.0;97;16;avril;2021;0;0
L'Esprit sacré;Comédie;Drame;Chema Garcia Ibarra;Nacho Fernández;Llum Arques;Joanna Valverde;3,2;good;Chema Garcia Ibarra;Espagne;La Fabrica Nocturna Cinéma;Espagnol;1.0;0.0;0.0;97;6;juillet;2022;0;0
L'Étau de Munich;Drame;Historique;Christian Schwochow;George MacKay;Jannis Niewöhner;Jeremy Irons;;good;Ben Power;Grande-Bretagne;;Anglais;1.0;1.0;0.0;131;21;janvier;2022;0;0
L'Été l’éternité;Drame;Romance;Émilie Aussel;Agathe Talrich;Marcia Guedj-Feugeas;Matthieu Lucci;2,9;soso;Émilie Aussel;France;Shellac;Français;0.0;0.0;0.0;75;4;mai;2022;0;0
L'Été nucléaire;Drame;Thriller;Gaël Lépingle;Shaïn Boumedine;Théo Augier Bonaventure;Carmen Kassovitz;2,7;soso;Gaël Lépingle;France;Le Pacte;Français;1.0;1.0;0.0;85;11;mai;2022;0;0
L'étoile de mon coeur;Romance;;Kevin Fair;Alexa PenaVega;Luke MacFarlane;Nolen Dubuc;;soso;Laura Grant (II);U.S.A.;;Anglais;0.0;0.0;0.0;84;4;mai;2021;0;0
L'Evénement;Drame;;Audrey Diwan;Anamaria Vartolomei;Kacey Mottet Klein;Luàna Bajrami;4,1;good;Audrey Diwan;France;Wild Bunch Distribution;Français;1.0;1.0;1.0;100;24;novembre;2021;16;0
L'Histoire de ma femme;Drame;Romance;Ildiko Enyedi;Léa Seydoux;Gijs Naber;Louis Garrel;3,7;good;Ildiko Enyedi;Hongrie;Pyramide Distribution;Anglais;1.0;5.0;0.0;169;16;mars;2022;12;0
L'Homme de Dieu;Biopic;Drame;Yelena Popovic;Mickey Rourke;Tonia Sotiropoulou;Alexander Petrov (I);;good;Yelena Popovic;Grèce;Saje Distribution;Grec;0.0;4.0;0.0;109;9;mars;2022;0;0
L'Homme de la cave;Drame;Thriller;Philippe Le Guay;François Cluzet;Jérémie Renier;Bérénice Bejo;2,6;soso;Philippe Le Guay;France;Ad Vitam;Français;1.0;6.0;5.0;114;13;octobre;2021;1;0
L'Horizon;Drame;;Emilie Carpentier;Tracy Gotoas;Sylvain Le Gall;Niia (II);2,6;good;Emilie Carpentier;France;Les Films du Losange;Français;0.0;0.0;0.0;89;9;février;2022;1;0
L'Île aux mystères : La femme qui en savait trop;Drame;;Mark Jean;Jesse Metcalfe;Sarah Lind;Eric Keenleyside;;soso;Jim Adler;U.S.A.;Téva;Anglais;0.0;0.0;0.0;84;15;février;2022;0;0
L'Imitateur;Epouvante-horreur;Thriller;Matthieu Collignon;Benoît Allemane;Alexandre Mousset;Delphine Ledoux;;good;;France;;Français;0.0;0.0;0.0;77;4;mai;2022;0;0
L'Instant présent;Drame;;Florian Hessique;Alice Raucoules;Florian Hessique;Martin Lamotte;;soso;Florian Hessique;France;Panoceanic Films;Français;0.0;0.0;0.0;83;9;juin;2021;0;0
L'Intrusion;Thriller;;Adam Salky;Freida Pinto;Logan Marshall-Green;Robert John Burke;;soso;Chris Sparling;U.S.A.;;Anglais;6.0;3.0;0.0;92;23;septembre;2021;0;0
L'invitation;Drame;Thriller;Fred Grivois;Margot Bancilhon;Guillaume Gouix;Alysson Paradis;;good;Fred Grivois;France;OCS Max;Français;5.0;0.0;1.0;100;21;décembre;2021;0;0
L'invitée suprise de Noël;Drame;Romance;David I. Strasser;Janel Parrish;Ryan Paevey;Cameron Bancroft;;good;Alexa Garster;U.S.A.;TF1;Anglais;0.0;2.0;0.0;84;21;octobre;2022;0;0
L'Ombre de Jack l'Eventreur;Epouvante-horreur;;Steve Lawson;Chris Bell (II);Jonathan Hansler;Marcus Langford;;soso;Steve Lawson;Grande-Bretagne;;Anglais;0.0;0.0;0.0;85;22;juin;2022;0;0
L'Oubliée d'Amboise;Policier;;Sylvie Ayme;Philippe Bas;Pauline Bression;Edouard Montoute;3,0;good;Isabelle Polin;France;France 3;Français;0.0;0.0;0.0;90;25;juin;2022;0;0
La 8e Nuit;Epouvante-horreur;Thriller;Tae-hyung Kim (II);Sung-min Lee;Hae-Joon Park;Yoo-jeong Kim;;soso;Tae-hyung Kim (II);Corée du Sud;;Coréen;0.0;0.0;0.0;115;24;octobre;2022;0;0
La Bataille du rail;Comédie dramatique;;Jean-Charles Paugam;Pierre Lottin;Clara Ponsot;Yasin Houicha;;good;Jean-Charles Paugam;France;;Français;0.0;1.0;1.0;82;16;avril;2022;0;0
