Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
Lullaby;20 février 2023; 1h 29min ;Epouvante-horreur;NA;NA;John R. Leonetti;NA;Oona Chaplin;Ramon Rodríguez;Liane Balaban;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=281359.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=8317.html;Alex Greenfield;U.S.A.;Canada;NA;0;-;Anglais;NA;0;0;0
Lunettes noires;24 avril 2023; 1h 27min ;Epouvante-horreur;Thriller;NA;Dario Argento;NA;Ilenia Pastorelli;Asia Argento;Andrea Gherpelli;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=280826.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=2165.html;Dario Argento;Italie;France;NA;1           ;-;Italien;NA;4;1;7
M3GAN;28 décembre 2022; 1h 42min ;Epouvante-horreur;Thriller;NA;Gerard Johnstone;NA;Allison Williams;Violet McGraw;Ronny Chieng;3,0;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=266320.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=692670.html;Akela Cooper;U.S.A.;NA;Universal Pictures International France;0;-;Anglais;479 871 entrées;2;0;0
Maa Da Ladla;16 septembre 2022; 2h 10min ;Drame;NA;NA;Uday Pratap Singh;NA;Tarsem Jassar;Neeru Bajwa;Roopi Gill;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=308038.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=871103.html;NA;Inde;NA;Desi Entertainment Paris;0;-;Autre;NA;NA;NA;0
Ma sœur a disparu;6 octobre 2022; 1h 29min ;Policier;Thriller;NA;Markus Imboden;NA;Heino Ferch;Ronald Kukulies;Sina Bianca Hentschel;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=307863.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=9160.html;Katja Röder;Allemagne;NA;Arte;0;-;Allemand;NA;0;1;0
Mack & Rita;23 novembre 2022; 1h 35min ;Comédie;Romance;NA;Katie Aselton;NA;Elizabeth Lail;Diane Keaton;Wendie Malick;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=291826.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=422716.html;Madeline Walter;U.S.A.;NA;NA;1           ;-;Anglais;NA;0;0;4
Mad Heidi;8 février 2023; 1h 33min ;Action;Comédie;Epouvante-horreur;Johannes Hartmann;Sandro Klopfstein;Alice Lucy;Max Rudlinger;Casper Van Dien;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=270877.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=862352.html;Sandro Klopfstein;Suisse;NA;NA;1           ;-;Anglais, Suisse allemand;NA;NA;NA;0
Madea : Retour en fanfare;25 février 2022; 1h 45min ;Comédie;Famille;NA;Tyler Perry;NA;Tyler Perry;Brendan O'Carroll;Tamela J. Mann;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=293519.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=101407.html;Tyler Perry;U.S.A.;NA;NA;0;-;Anglais;NA;3;3;1
Maestro(s);7 décembre 2022; 1h 27min ;Drame;NA;NA;Bruno Chiche;NA;Yvan Attal;Pierre Arditi;Miou-Miou;3,0;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=291285.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=38858.html;Bruno Chiche;France;NA;Apollo Films / Orange Studio;1           ;-;Français;268 524 entrées;7;3;3
Magdala;20 juillet 2022; 1h 18min ;Drame;NA;NA;Damien Manivel;NA;Elsa Wolliaston;Aimie Lombard;Olga Mouak;3,3;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=303767.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=504440.html;Damien Manivel;France;NA;Météore Films;1           ;-;Araméen;1 648 entrées;5;0;NA
Maha;22 juillet 2022; 2h 51min ;Action;Thriller;NA;U.R. Jameel;NA;Silambarasan Rajendar;Hansika Motwani;Karunakaran;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=306313.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=969571.html;U.R. Jameel;Inde;NA;Friday Entertainment;0;-;Tamoul;NA;NA;0;0
Mahaan;9 février 2022; 2h 43min ;Action;Drame;Thriller;Karthik Subbaraj;NA;Vikram;Simran;Dhruv Vikram;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=300849.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=623539.html;NA;Inde;NA;NA;0;-;Tamoul;NA;0;0;NA
Maigret;23 février 2022; 1h 28min ;Policier;NA;NA;Patrice Leconte;NA;Gérard Depardieu;Jade Labeste;Mélanie Bernier;3,7;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=276821.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=1049.html;Jérôme Tonnerre;France;NA;SND;0;6,09 M€;Français;540 723 entrées;6;13;NA
Maison de Retraite;16 février 2022; 1h 37min ;Comédie;NA;NA;Thomas Gilou;NA;Kev Adams;Gérard Depardieu;Daniel Prévost;2,3;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=285300.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=4621.html;Catherine Diament;France;NA;UGC Distribution;3            ;-;Français;2 006 323 entrées;1;0;13
Maître Conti - Une femme, deux visages;7 avril 2023; 1h 30min ;Policier;NA;NA;Claudia Garde;NA;Desiree Nosbusch;Malaya Stern Takeda;Maximilian Mundt;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=314382.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=172097.html;Lucas Thiem;Allemagne;NA;Arte;0;-;Allemand;NA;NA;0;NA
Maja Ma;6 octobre 2022; Comédie, Drame, Famille;Comédie;Drame;Famille;Anand Tiwari;NA;Madhuri Dixit;Gajraj Rao;Ritwik Bhowmik;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=308553.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=240325.html;Sumit Batheja;Inde;NA;NA;0;-;Hindi;NA;0;0;NA
Major;3 juin 2022; 2h 20min ;Action;Aventure;NA;Sashi Kiran Tikka;NA;Sobhita Dhulipala;Prakash Raj;Adivi Sesh;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=304442.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=848590.html;NA;Inde;NA;Desi Entertainment Paris;0;-;Hindi;NA;NA;0;0
Malayankunju;10 août 2022; 1h 43min ;Thriller;NA;NA;NA;NA;Fahadh Faasil;Indrans;Rajisha Vijayan;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=306397.html;NA;NA;Inde;NA;NA;0;-;-;NA;NA;NA;0
Malnazidos;11 juillet 2022; 1h 41min ;Action;Aventure;Epouvante-horreur;Javier Ruiz Caldera;Alberto de Toro;Miki Esparbé;Aura Garrido;Luis Callejo;NA;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=273257.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=252391.html;Jaime Marques Olarreaga;Espagne;NA;NA;0;-;Espagnol;NA;0;0;2
Maman, ne me laisse pas m’endormir;26 avril 2023; 1h 30min ;Drame;NA;NA;Sylvie Testud;NA;Gwendoline Hamon;Nemo Schiffman;Michaël Youn;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=298731.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=18641.html;Nathalie Hugon;France;NA;France 2;0;-;Français;NA;6;0;NA
Man of God;16 avril 2022; 2h 20min ;Drame;NA;NA;NA;NA;Osas Ighodaro;Dorcas Shola Fapson;Mawuli Gavor;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=302802.html;NA;NA;Nigéria;NA;NA;0;-;Anglais;NA;NA;0;NA
Man of the Match;4 mai 2022; 1h 54min ;Comédie;NA;NA;D. Satya Prakash;NA;Vasuki Vaibhav;Dharmanna Kadooru;Sundar Veena;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=304043.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=963546.html;NA;Inde;NA;NA;0;-;-;NA;NA;NA;NA
Mañana es hoy;2 décembre 2022; Comédie;Comédie;NA;NA;Nacho G. Velilla;NA;Carmen Machi;Javier Gutiérrez;Silvia Abril;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=300087.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=227149.html;Nacho G. Velilla;Espagne;NA;NA;0;-;Espagnol;NA;0;1;2
Maneater;8 mars 2023; 1h 26min ;Action;Aventure;Epouvante-horreur;Justin Lee;NA;Nicky Whelan;Trace Adkins;Shane West;NA;1,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=306266.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=842838.html;Justin Lee;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Marcel !;27 juillet 2022; 1h 33min ;Drame;NA;NA;Jasmine Trinca;NA;Alba Rohrwacher;Maayane Conti;Giovanna Ralli;2,8;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=302107.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=60769.html;Jasmine Trinca;Italie;France;Rezo Films;3            ;-;Italien;1 379 entrées;2;2;NA
Maria rêve;28 septembre 2022; 1h 32min ;Comédie;Romance;NA;Lauriane Escaffre;Yvo Muller;Karin Viard;Grégory Gadebois;Noée Abita;3,3;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=288799.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=144272.html;Lauriane Escaffre;France;NA;UGC Distribution;1         1           ;-;Français;133 258 entrées;1;11;1
Mariage à la polonaise;26 avril 2023; 1h 47min ;Comédie;Romance;NA;Tomasz Konecki;NA;Mateusz Kosciukiewicz;Rafal Zawierucha;Zofia Domalik;NA;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=314635.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=261850.html;Andrzej Golda;Pologne;NA;NA;0;-;Polonais;NA;NA;0;0
Marlowe;15 février 2023; 1h 50min ;Policier;Thriller;NA;Neil Jordan;NA;Liam Neeson;Diane Kruger;Jessica Lange;2,5;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=255214.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=12309.html;William Monahan;Irlande;U.S.A.;Metropolitan FilmExport;0;-;Anglais;81 977 entrées;4;1;1
Marmaduke;4 février 2021; 1h 28min ;Aventure;Animation;Comédie;Mark A.Z. Dippé;Matt Philip Whelan;Pete Davidson;Jason Anthony;J.K. Simmons;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=303533.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=15886.html;Byron Kavanagh;U.S.A.;NA;NA;1           ;-;Anglais;NA;0;0;0
Marry Me;9 février 2022; 1h 52min ;Comédie;Romance;NA;Kat Coiro;NA;Jennifer Lopez;Owen Wilson;John Bradley (II);2,6;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=273690.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=466807.html;John Rogers (II);U.S.A.;NA;Universal Pictures International France;0;-;Anglais;102 556 entrées;1;10;1
Massacre à la tronçonneuse;18 février 2022; 1h 23min ;Epouvante-horreur;Thriller;NA;David Blue Garcia;NA;Sarah Yarkin;Elsie Fisher;Mark Burnham;3,3;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=279232.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=850428.html;Chris Thomas Devlin;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;1
Master;18 mars 2022; 1h 31min ;Drame;Epouvante-horreur;Thriller;Mariama Diallo;NA;Regina Hall;Zoe Renee;Julia Nightingale;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=279016.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=632916.html;Mariama Diallo;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;NA
Mat Kilau;7 novembre 2022; 1h 57min ;Action;Aventure;Drame;Syamsul Yusof;NA;Adi Putra;Beto Kusyairy;Fattah Amin;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=308271.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=872157.html;NA;Malaisie;NA;NA;0;-;Malais, Anglais, Autre;NA;NA;NA;NA
Matilda, la comédie musicale;25 décembre 2022; 1h 57min ;Famille;Fantastique;Comédie musicale;Matthew Warchus;NA;Alisha Weir;Emma Thompson;Lashana Lynch;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=280880.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=32425.html;Dennis Kelly;U.S.A.;Grande-Bretagne;NA;2            ;-;Anglais;NA;NA;NA;6
Matriarch;9 novembre 2022; 1h 25min ;Epouvante-horreur;NA;NA;Ben Steiner;NA;Jemima Rooper;Kate Dickie;Sarah Paul;NA;1,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=308177.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=459446.html;Ben Steiner;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
Maurice le chat fabuleux;1 février 2023; 1h 33min ;Aventure;Animation;Famille;Toby Genkel;Florian Westermann;Hugh Laurie;Emilia Clarke;Himesh Patel;3,5;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=274977.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=482889.html;Terry Rossio;Grande-Bretagne;Allemagne;KMBO;1           ;17 M dollars;Anglais;275 452 entrées;0;6;4
Max et Emmy : Mission Pâques;13 avril 2022; 1h 16min ;Animation;Famille;NA;Ute von Münchow-Pohl;NA;Noah Levi;Elise Eikermann;Senta Berger;3,0;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=266027.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=208727.html;Katja Grübel;Allemagne;NA;KMBO;0;-;Allemand;161 512 entrées;0;NA;NA
Me Time : Enfin Seul ?;26 août 2022; 1h 41min ;Comédie;NA;NA;John Hamburg;NA;Kevin Hart;Mark Wahlberg;Regina Hall;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=295480.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=25189.html;John Hamburg;U.S.A.;NA;NA;0;-;Anglais;NA;2;0;11
Measure Of Revenge;29 août 2022; 1h 32min ;Thriller;NA;NA;Peyfa;NA;Bella Thorne;Jake Weary;Melissa Leo;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=301052.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=956881.html;Kenny Walakandou;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
Medieval;8 novembre 2022; 2h 06min ;Action;Biopic;Historique;Petr Jakl;NA;Ben Foster;Michael Caine;William Moseley;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=267385.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=80755.html;Petr Jakl;République tchèque;Grande-Bretagne;NA;0;-;Tchèque, Anglais;NA;0;1;7
Méduse;26 octobre 2022; 1h 26min ;Drame;Romance;NA;Sophie Levy (II);NA;Anamaria Vartolomei;Roxane Mesquida;Arnaud Valois;3,4;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=268578.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=969510.html;Sophie Levy (II);France;NA;Wayna Pitch;0;-;Français;2 118 entrées;NA;1;0
Memory;29 juillet 2022; 1h 54min ;Action;Thriller;NA;Martin Campbell;NA;Liam Neeson;Guy Pearce;Taj Atwal;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=232918.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=23028.html;Dario Scardapane;U.S.A.;NA;NA;0;-;Anglais;NA;1;1;1
Men;8 juin 2022; 1h 40min ;Drame;Epouvante-horreur;NA;Alex Garland;NA;Jessie Buckley;Rory Kinnear;Paapa Essiedu;3,4;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=289292.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=91203.html;Alex Garland;Grande-Bretagne;NA;Metropolitan FilmExport;1           ;-;Anglais;69 651 entrées;2;2;1
Mendarat Darurat;1 février 2023; 1h 53min ;Comédie;Romance;NA;Pandji Pragiwaksono;NA;Reza Rahadian;Luna Maya;Marissa Anita;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=312967.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=985745.html;NA;Indonésie;NA;NA;0;-;Indonésien;NA;NA;0;0
Mense van die Wind;17 mars 2023; 1h 40min ;Drame;NA;NA;David Schröder;NA;Armand Aucamp;Juan de Wet;Diani Gernandt;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=314490.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=989648.html;NA;Afrique du Sud;NA;NA;0;-;Afrikaans;NA;NA;0;NA
Menteur;13 juillet 2022; 1h 33min ;Comédie;NA;NA;Olivier Baroux;NA;Tarek Boudali;Artus;Pauline Clément;2,5;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=290507.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=38440.html;Olivier Baroux;France;NA;Gaumont Distribution;0;-;Afrikaans;924 941 entrées;2;0;0
Mes rendez-vous avec Leo;30 novembre 2022; 1h 37min ;Comédie;Romance;NA;Sophie Hyde;NA;Emma Thompson;Daryl McCormack;Les Mabaleka;3,2;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=287509.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=606417.html;Katy Brand;Grande-Bretagne;NA;Wild Bunch Distribution;6            ;-;Anglais;47 543 entrées;0;6;NA
Meet Cute;25 novembre 2022; 1h 29min ;Comédie;Comédie dramatique;Drame;Alex Lehmann;NA;Kaley Cuoco;Pete Davidson;Deborah S. Craig;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=293897.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=416010.html;Noga Pnueli;U.S.A.;NA;NA;0;-;Anglais;NA;0;2;0
Metal Lords;8 avril 2022; 1h 37min ;Comédie;Musical;NA;Peter Sollett;NA;Jaeden Martell;Adrian Greensmith;Isis Hainsworth;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=283561.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=42252.html;D.B. Weiss;U.S.A.;NA;NA;0;-;Anglais;NA;2;0;NA
Methagu 2;19 août 2022; 1h 49min ;Drame;NA;NA;T. Kittu;NA;Kutti Mani;Eshwar Basha;NA;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=307141.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=971506.html;NA;Inde;NA;Friday Entertainment;0;-;Tamoul;NA;NA;NA;NA
Meurtres à Nancy;15 octobre 2022; 1h 30min ;Policier;NA;NA;Sylvie Ayme;NA;Cristiana Réali;Fabrice Deville;Nelly Lawson;3,3;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=302600.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=130366.html;Killian Arthur;France;NA;France 3;0;-;Français;NA;0;0;0
Meurtres à Pont-Aven;18 mars 2023; 1h 30min ;Policier;NA;NA;Stéphane Kappes;NA;Alexandre Brasseur;Astrid Roos;Stéphane Freiss;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=304575.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=130213.html;Séverine Jacquet;France;NA;France 3;0;-;Français;NA;1;0;0
Meurtres en Champagne;4 février 2023; 1h 30min ;Policier;NA;NA;Dominique Ladoge;NA;Samira Lachhab;Stéphane Blancafort;Yaniss Lespert;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=303340.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=43583.html;Olivier Berclaz;France;NA;France 3;0;-;Français;NA;2;0;0
Meurtres en eaux troubles : La vengeance aux deux visages;29 janvier 2023; 1h 33min ;Policier;NA;NA;Christian Theede;NA;Nora von Waldstätten;Matthias Koeberlin;Hary Prinz;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=299087.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=418588.html;Jeanette Pfitzer;Allemagne;NA;France 3;0;-;Allemand;NA;0;0;0
Meurtres en eaux troubles : Parmi les loups;5 février 2023; 1h 30min ;Policier;NA;NA;Christian Theede;NA;Nora von Waldstätten;Matthias Koeberlin;Hary Prinz;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=308766.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=418588.html;Frank Koopmann;Allemagne;NA;France 3;0;-;Allemand;NA;0;0;0
Meurtres sans ordonnance;26 octobre 2022; 2h 01min ;Policier;Drame;Thriller;Tobias Lindholm;NA;Jessica Chastain;Eddie Redmayne;Kim Dickens;NA;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=234057.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=421994.html;Krysty Wilson-Cairns;U.S.A.;NA;NA;2            ;-;Anglais;NA;4;6;5
Mili;15 janvier 2023; 2h 07min ;Thriller;NA;NA;Mathukutty Xavier;NA;Janhvi Kapoor;Manoj Pahwa;Sunny Kaushal;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=309810.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=892910.html;NA;Inde;NA;NA;0;-;Hindi;NA;NA;NA;0
Mindcage;17 mai 2023; 1h 36min ;Policier;Thriller;NA;Mauro Borrelli;NA;Martin Lawrence;Melissa Roxburgh;John Malkovich;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=308538.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=240680.html;Reggie Keyohara;U.S.A.;NA;NA;0;-;Anglais;NA;0;1;0
Miroir, miroir;16 septembre 2022; 1h 19min ;Comédie;Comédie dramatique;Drame;Marc Crehuet;NA;Malena Alterio;Santi Millán;Natalia de Molina;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=286823.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=737808.html;Marc Crehuet;Espagne;NA;NA;0;-;Espagnol;NA;NA;0;0
Mishan Impossible;14 novembre 2022; 2h 14min ;Action;Comédie dramatique;Thriller;NA;NA;Tapsee Pannu;NA;NA;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=302958.html;NA;NA;Inde;NA;NA;0;-;Autre;NA;NA;0;0
Mission Spitfire;27 juillet 2022; 1h 15min ;Action;Drame;Guerre;Callum Burn;NA;Archie Blankley;Callum Burn;David Dobson;NA;1,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=302707.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=863206.html;Callum Burn;Grande-Bretagne;NA;NA;0;-;Anglais;NA;NA;NA;NA
Mister Mummy;17 janvier 2023; 1h 37min ;Comédie;NA;NA;Shaad Ali;NA;Riteish Deshmukh;Genelia D'Souza;Karishma Kotak;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=312632.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=144467.html;NA;Inde;NA;NA;0;-;Hindi;NA;1;0;0
Mobile Suit Gundam - Cucuruz Doan's Island;6 janvier 2023; 1h 49min ;Animation;Fantastique;Science Fiction;Yoshikazu Yasuhiko;NA;Torû Furuya;Ken Narita;Satomi Arai;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=307043.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=397495.html;Toshizo Nemoto;Japon;NA;Crunchyroll;0;-;Japonais;NA;0;0;0
Moi, apprivoisée ?;13 avril 2022; 1h 52min ;Comédie;Drame;Romance;Anna Wieczur-Bluszcz;NA;Magdalena Lamparska;Mikolaj Roznerski;Piotr Cyrwus;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=302945.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=613627.html;Anna Wieczur-Bluszcz;Pologne;NA;NA;0;-;Polonais;NA;0;0;0
Molly Johnson;1 février 2023; 1h 48min ;Drame;Historique;Western;Leah Purcell;NA;Leah Purcell;Rob Collins;Sam Reid;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=281402.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=77013.html;Leah Purcell;Australie;NA;NA;0;-;Anglais;NA;0;0;0
Mon héroïne;14 décembre 2022; 1h 48min ;Comédie;NA;NA;Noémie Lefort;NA;Chloé Jouannet;Pascale Arbillot;Louise Coldefy;3,1;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=294000.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=937169.html;Noémie Lefort;France;NA;Universal Pictures International France;0;4 M€;Français, Anglais;105 937 entrées;NA;1;2
Moonfall;9 février 2022; 2h 00min ;Action;Science Fiction;NA;Roland Emmerich;NA;Halle Berry;Patrick Wilson;John Bradley (II);2,3;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=248437.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=15633.html;Roland Emmerich;U.S.A.;NA;Metropolitan FilmExport;0;$ 136 000 000;Anglais;343 757 entrées;7;4;2
Monica, O My Darling;11 novembre 2022; 2h 09min ;Bollywood;Comédie;Policier;Vasan Bala;NA;Rajkummar Rao;Huma Qureshi;Sikandar Kher;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=302230.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=463061.html;NA;Inde;NA;NA;0;-;Hindi;NA;7;0;0
Moonshot;12 mai 2022; 1h 45min ;Comédie;Romance;Science Fiction;Christopher Winterbauer;NA;Cole Sprouse;Lana Condor;Mason Gooding;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=292793.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=934025.html;Max Taxe;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;0
Monster High;11 février 2023; 1h 20min ;Aventure;Comédie;Famille;Todd Holland;NA;Miia Harris;Ceci Balagot;Nayah Damasen;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=290632.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=100667.html;Jenny Jaffe;U.S.A.;NA;NA;0;-;Anglais;NA;0;NA;0
Monstrous;7 avril 2023; 1h 28min ;Epouvante-horreur;Thriller;NA;Chris Sivertson;NA;Christina Ricci;Santino Barnard;Don Baldaramos;NA;1,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=290963.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=193383.html;Carol Chrest;U.S.A.;NA;Metropolitan FilmExport;0;-;Anglais;NA;1;4;NA
Morbius;30 mars 2022; 1h 45min ;Action;Aventure;Fantastique;Daniel Espinosa;NA;Jared Leto;Matt Smith (XI);Adria Arjona;2,3;2,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=260627.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=436520.html;Burk Sharpless;U.S.A.;NA;Sony Pictures Releasing France;2         3            ;-;Anglais;766 345 entrées;2;4;1
