Titre;mois_sortie;annee_sortie;date_sortie;duree_min;genre1;réalisateur_1;actor_1;actor 2;note_spectators;Scer;tiolity 1;nomitions;language;real awards;first actor awards;Second actor awards
Batman : The Long Halloween Partie 2;8;2021;44412;84;Action;Chris Palmer;Jensen Ackles;Billy Burke;3,7;Tim Sheridan;U.S.A.;0;Anglais;;0;0
Batman: Soul of the Dragon;2;2021;44244;107;Action;Sam Liu;David Giuntoli;Mark Dacascos;2,8;Jeremy Adams;U.S.A.;0;Anglais;0;0;0
Batman: The Long Halloween, Part One;6;2021;44370;82;Action;Chris Palmer;Jensen Ackles;ya Rivera;3,8;Tim Sheridan;U.S.A.;0;Anglais;;0;0
Beau-frère 2;10;2022;44859;115;Comédie;Onur Bilgetay;Cem Gelinoğlu;Melis Babadağ;3,3;Cem Gelinoğlu;Turquie;0;Turc;;;0
Beckett;8;2021;44423;108;Action;Ferdindo Cito Filomarino;John David Washington;Alicia Vikander;2,4;Kevin Rice;Italie;0;Anglais;;2;3
Being the Ricardos;12;2021;44551;125;Biopic;Aaron Sorkin;Nicole Kidman;Javier Bardem;3,3;Aaron Sorkin;U.S.A.;17;Anglais;5;12;11
Bell Bottom;9;2021;44454;;Action;;Akshay Kumar;Vaani Kapoor;2,9;;Inde;0;Hindi;;0;0
Belladones;3;2022;44636;80;Drame;Sophie Tavert Macian;Mali Ioa-Ferrante;Julie Tavert;2,8;Sophie Tavert Macian;France;0;Français;;;
Belle;12;2021;44559;122;Aventure;Mamoru Hosoda;Louane Emera;Kaho kamura;3,8;Mamoru Hosoda;Japon;1;Japois;1;2;
Belle d'automne;3;2022;44628;105;Biopic;Katarzy Klimkiewicz;Maria Debska;Leszek Lichota;2,3;Katarzy Klimkiewicz;Pologne;0;Polois;2;0;0
Belle et Sébastien : Nouvelle génération;10;2022;44853;97;Aventure;Pierre Coré;Michèle Laroque;Robinson Mensah-Rouanet;3,1;Pierre Coré;France;1;Français;1;9;
Belle, Belle, Belle;6;2021;44374;90;Comédie;Anne Depetrini;Joséphine Draï;Reem Kherici;2,7;Yaël Berdugo;France;0;Français;0;0;0
Belfast;3;2022;44622;99;Drame;Kenneth Bragh;Caitrio Balfe;Jamie Dorn;3,7;Kenneth Bragh;Grande-Bretagne;316;Anglais;3;4;2
Benedetta;7;2021;44386;131;Drame;Paul Verhoeven;Virginie Efira;Charlotte Rampling;3,0;Paul Verhoeven;France;15;Français;6;2;7
Bengali Variation;9;2022;44819;99;Drame;Siegfried;Sohini Sarkar;Sagnik Mukherjee;;;Inde;0;Bengali;1;;
Bergman Island;7;2021;44391;113;Comédie;Mia Hansen-Løve;Vicky Krieps;Tim Roth;3,0;Mia Hansen-Løve;France;12;Anglais;5;1;1
Best Sellers;10;2021;44487;100;Comédie;Li Roessler;Michael Caine;Aubrey Plaza;2,3;Anthony Grieco;Cada;1;Anglais;0;7;1
Bheemante Vazhi;12;2021;44559;115;Comédie;Ashraf Hamza;Kunchacko Boban;Chemban Vinod Jose;;;Inde;0;-;;;
Bienvenue chez les Loud : Le film;8;2021;44428;83;Animation;Dave Needham;Grey DeLisle;David Tennt;2,9;Kevin Sullivan;U.S.A.;0;Anglais, Espagnol;;0;0
Bingo Hell;10;2021;44470;85;Comédie;Gigi Saul Guerrero;Adria Barraza;L. Scott Caldwell;1,4;Gigi Saul Guerrero;U.S.A.;0;Anglais;0;4;0
Binti;10;2022;44860;105;Drame;Seko Shamte;Bertha Robert;Magdale Munisi;2,9;Seko Shamte;Tanzanie;0;Anglais, Swahili;;;
Birds of Paradise;9;2021;44463;114;Drame;Sarah Adi Smith;Dia Silvers;Kristine Frøseth;2,6;Sarah Adi Smith;U.S.A.;0;Anglais;0;0;0
Black As Night;10;2021;44470;87;Epouvante-horreur;Maritte Lee Go;Asjha Cooper;Fabrizio Guido;1,6;Sherman Payne;U.S.A.;0;Anglais;;0;
Black Friday;5;2022;44693;84;Comédie;Casey Tebo;Bruce Campbell;Devon Sawa;1,5;Andy Greskoviak;U.S.A.;0;Anglais;;1;0
Black Island;8;2021;44426;104;Thriller;Miguel Alexandre;Philip Froissant;Alice Dwyer;1,9;Miguel Alexandre;Allemagne;0;Allemand;0;;0
Black Phone;6;2022;44734;103;Epouvante-horreur;Scott Derrickson;Mason Thames;Madeleine McGraw;3,5;Scott Derrickson;U.S.A.;0;Anglais;1;;0
Black Water: Abyss;12;2020;44175;98;Action;Andrew Traucki;Jessica Mcmee;Luke Mitchell;1,9;John Ridley;U.S.A.;0;Anglais;2;0;0
Black Widow;7;2021;44384;134;Action;Cate Shortland;Scarlett Johansson;Florence Pugh;3,1;Eric Pearson;U.S.A.;0;Anglais;8;3;1
Blackout;10;2022;44858;95;Action;Sam Macaroni;Josh Duhamel;Abbie Cornish;1,4;Van B. Nguyen;U.S.A.;0;Anglais;0;3;0
Blame;10;2020;44126;89;Policier;B.J. Rayniak;Lauren Elyse Buckley;Roberto Jay;3,0;;U.S.A.;0;Anglais;;;
Bliss;2;2021;44232;104;Drame;Mike Cahill;Owen Wilson;Salma Hayek;2,3;Mike Cahill;U.S.A.;0;Anglais;20;1;6
Blood Conscious: Le Lac Maudit;5;2022;44694;80;Epouvante-horreur;Timothy Covell;Oghenero Gbaje;DeShawn White;1,2;Timothy Covell;U.S.A.;0;Anglais;;;
Blood Red Sky;7;2021;44400;121;Action;Peter Thorwarth;Peri Baumeister;Carl Koch (III);2,5;Stefan Holtz;Allemagne;0;Anglais, Allemand;0;0;
Bloodthirsty;3;2022;44636;85;Epouvante-horreur;;Lauren Beatty;Greg Bryk;1,9;;Cada;0;Anglais;;;0
Bloody Milkshake;7;2021;44398;114;Action;vot Papushado;Karen Gillan;Le Headey;2,8;vot Papushado;U.S.A.;0;Anglais;7;0;11
Blue Bayou;9;2021;44454;118;Drame;Justin Chon;Justin Chon;Alicia Vikander;4,0;Justin Chon;U.S.A.;111;Anglais;7;7;3
Blue Miracle;5;2021;44343;95;Biopic;Julio Quinta;Dennis Quaid;Jimmy Gonzales;3,3;Julio Quinta;U.S.A.;0;Anglais;;1;0
Blue Moon;12;2022;44896;85;Drame;Ali Grigore;Mircea Postelnicu;Ioa Chitu;2,5;;Roumanie;0;Roumain;0;0;
Boogie;11;2021;44505;88;Drame;Eddie Huang;Taylor Takahashi;Domenick Lombardozzi;2,3;Eddie Huang;U.S.A.;0;Anglais;;;0
Boomerang;10;2022;44839;90;Drame;Christian François;Corinne Masiero;Bruno Salomone;3,3;Christian François;France;0;Français;0;2;0
Boomika;11;2022;44880;123;Epouvante-horreur;;Avantika Vandapu;Vidhu Vinod Chopra;2,9;;Inde;0;Tamoul;;;0
Bonne mère;7;2021;44398;99;Drame;Hafsia Herzi;Halima Benhamed;Sabri Benhamed;3,5;Hafsia Herzi;France;17;Français;6;;
Borga;9;2022;44818;108;Drame;York-Fabian Raabe;Eugene Boateng;Christiane Paul;2,9;York-Fabian Raabe;Allemagne;0;Allemand, Anglais;;;0
Boss Level;3;2021;44261;101;Action;Joe Carhan;Frank Grillo;Mel Gibson;3,3;Joe Carhan;U.S.A.;0;Anglais;5;0;5
Boxing Day;2;2023;44984;109;Comédie;Aml Ameen;Aml Ameen;Aja omi King;2,9;Aml Ameen;Grande-Bretagne;0;Anglais;0;0;0
Boy Meets Boy;9;2021;44455;70;Drame;;Alexandros Koutsoulis;Matthew James Morrison;2,5;;Allemagne;0;Allemand, Anglais;;;
Braquage en or;12;2021;44559;96;Action;Renny Harlin;Pierce Brosn;Tim Roth;1,6;Robert Henny;U.S.A.;3;Anglais;4;4;1
Braquage Fil;4;2021;44316;118;Action;Jaume Balagueró;Freddie Highmore;Astrid Bergès-Frisbey;3,1;Rafa Martínez;Espagne;0;Anglais;11;1;0
Bright: Samurai Soul;10;2021;44481;80;Action;Kyohei Ishiguro;Simu Liu;Fred Mancuso;2,0;Michiko Yokote;U.S.A.;0;Anglais, Japois;;0;
Broken Darkness;5;2023;45067;118;Epouvante-horreur;Christopher-lee dos Santos;Sean Cameron Michael;Suraya Santos;;Christopher-lee dos Santos;Afrique du Sud;0;Anglais;0;0;
Bull;5;2022;44699;88;Drame;Paul Andrew Williams;Neil Maskell;Tamzin Outhwaite;2,7;Paul Andrew Williams;Grande-Bretagne;0;Anglais;1;1;0
Bunty Aur Babli 2;11;2021;44519;140;Bollywood;Varun Sharma;Saif Ali Khan;Rani Mukerji;2,5;;Inde;0;Hindi;0;0;0
C’était l’Eté Dernier;7;2021;44386;101;Drame;Ozan Açıktan;Fatih Şahin;Ece Çeşmioğlu;2,5;Sami Berat Marçalı;Turquie;0;Turc;0;;0
C.I.Ape;9;2021;44462;;Aventure;Ali Zamani;Madelyn Kientz;Ginifer Ree;2,0;Stephen Johnston;U.S.A.;0;Anglais;0;;0
Ça tourne à Saint-Pierre et Miquelon;5;2022;44706;95;Comédie dramatique;Christian Monnier;Céline Mauge;Philippe Rebbot;2,9;Christian Monnier;France;0;Français;0;0;5
Cabras da Peste;3;2021;44273;97;Action;Vitor Brandt;Edmilson Filho;Matheus chtergaele;2,0;Vitor Brandt;Brésil;0;Portugais;;;8
Caged;11;2021;44504;;Epouvante-horreur;Aaron Fjellman;Edi Gathegi;Melora Hardin;1,7;Aaron Fjellman;U.S.A.;0;Anglais;;0;1
Candyman;9;2021;44468;91;Epouvante-horreur;Nia DaCosta;Yahya Abdul-Mateen II;Teyoh Parris;2,0;Jordan Peele;U.S.A.;0;Anglais;;1;0
Captain;9;2022;44812;150;Action;Shakti Soundar Rajan;Arya;Aishwarya Lekshmi;3,0;Shakti Soundar Rajan;Inde;0;Tamoul;;0;
Carval;6;2021;44349;94;Comédie;Leandro Neri;Giova Cordeiro;Bru Inocencio;1,9;Audemir Leuzinger;Brésil;0;Portugais;;;
Carte Blanche;12;2021;44559;60;Divers;;;;;;France;0;Français;;0;0
Catch The Bullet;9;2021;44463;;Western;Michael Feifer;Jay Pickett;Peter Facinelli;2,2;Jerry Robinson;U.S.A.;0;Anglais;0;0;0
Catch The Fair One;2;2022;44616;85;Drame;Josef Kubota Wladyka;Kali Reis;Gerald Webb;2,9;Josef Kubota Wladyka;U.S.A.;5;Anglais;0;;0
Causality;12;2021;44546;;Drame;;Jua Viale;Laura Novoa;2,8;;Argentine;0;Espagnol, Langue des signes, Anglais;;0;0
Ce ne sera pas notre dernier Noël;11;2022;44888;101;Comédie;Juan Manuel Cotelo;Carlos Aguillo;Teresa Ferrer;3,1;Juan Manuel Cotelo;Espagne;0;Espagnol;0;;
Ce qui reste;8;2021;44419;119;Drame;Anne Zohra Berrached;Can Kir;Roger Azar;3,1;Stefanie Misrahi;Allemagne;0;Allemand, Anglais, Arabe, Turc;7;;
Cendrillon;9;2021;44442;113;Fantastique;Kay Cannon;Camila Cabello;Nicholas Galitzine;1,9;Kay Cannon;U.S.A.;0;Anglais;1;;0
Cendrillon et la petite sorcière;4;2023;45017;86;Animation;;;;3,1;;U.S.A.;0;Anglais;;0;0
Censor;1;2022;44587;84;Epouvante-horreur;Prano Bailey-Bond;Niamh Algar;Michael Smiley;2,7;Prano Bailey-Bond;Grande-Bretagne;2;Anglais;;1;1
Cérémonie secrète;6;2022;44713;80;Drame;Tatia Becquet-Genel;Michel Bouquet;Kasia Wolf;2,3;Tatia Becquet-Genel;France;0;Français;0;4;
Ceux qui veulent ma mort;12;2021;44533;100;Action;Taylor Sheridan;Angeli Jolie;Finn Little;2,5;Taylor Sheridan;U.S.A.;0;Anglais;1;7;0
Chal Mera Putt 3;10;2021;44470;130;Comédie;Janjot Singh;Amrinder Gill;Simi Chahal;3,0;Rakesh Dhawan;Inde;0;Autre;;0;
Chalet à vendre, coeur à prendre;12;2021;44536;90;Romance;Robin Dunne;Elysia Rotaru;Damon Runyan;3,0;Robin Dunne;U.S.A.;0;Anglais;1;0;0
Champagne !;6;2022;44720;103;Comédie;Nicolas Vanier;Elsa Zylberstein;François-Xavier Demaison;2,2;Xavier Nemo;France;0;Français;2;4;3
Chaos Walking;7;2021;44404;109;Action;Doug Liman;Tom Holland;Daisy Ridley;2,7;Patrick Ness;U.S.A.;0;Anglais;11;1;0
Charge and Bail;4;2022;44679;95;Comédie dramatique;Uyoyou Adia;Femi Adebayo;Zaib Balogun;;Chiza Onuzo;Nigéria;0;Anglais;;;
Charlotte;11;2022;44874;92;Animation;Eric Warin;Marion Cotillard;Keira Knightley;3,7;David Bezmozgis;Cada;1;Français;0;15;3
Chasseurs de Trolls : Le réveil des Titans;9;2021;44463;106;Action;Andrew L. Schmidt;Tatia Maslany;Emile Hirsch;3,0;Marc Guggenheim;U.S.A.;0;Anglais;;5;4
Chehre;9;2021;44469;;Drame;Rumi Jaffery;Amitabh Bachchan;Rhea Chakraborty;;;Inde;0;Hindi;0;0;
Cher Evan Hansen;1;2022;44573;137;Drame;Stephen Chbosky;Ben Platt;Julianne Moore;3,2;Steven Levenson;U.S.A.;4;Anglais;1;1;13
Chernobyl : Under Fire;6;2021;44377;136;Action;Danila Kozlovsky;Danila Kozlovsky;Oksa Akinshi;2,6;Alexey Kazakov;Russie;0;Russe;0;0;0
Cherry;4;2021;44287;142;Biopic;Joe Russo;Tom Holland;Ciara Bravo;4,0;Jessica Goldberg;U.S.A.;0;Anglais;0;1;0
Chevaliers contre Loups-Garous;8;2022;44790;92;Epouvante-horreur;Charlie Steeds;Peter Lofsgard;Jay O'Connell;3,1;Charlie Steeds;Grande-Bretagne;0;Anglais;;;
Chhorii;11;2021;44501;;Epouvante-horreur;Vishal Furia;Nushrat Bharucha;Mita Vashisht;;Vishal Furia;Inde;0;Hindi;;0;
Choose or Die;4;2022;44666;84;Epouvante-horreur;Toby Meakins;Asa Butterfield;Eddie Marsan;1,9;Simon Allen;Grande-Bretagne;0;Anglais;;0;1
Christmas in Miami;12;2022;44917;99;Comédie;Robert Peters (IX);Manoj Chandra;John Amos;;;Nigéria;0;Anglais;0;;0
Christmas is cancelled;12;2021;44545;95;Comédie;Prartha Mohan;Dermot Mulroney;Janel Parrish;2,4;Sara Endsley;U.S.A.;0;Anglais;;0;2
Cibles mouvantes;2;2021;44238;85;Action;Alain Darborg;Johannes Kuhnke;n Blondell;2,3;Alain Darborg;Suède;0;Suédois;;0;0
Clair-Obscur;11;2021;44510;98;Drame;Rebecca Hall;Tessa Thompson;Ruth Negga;3,1;Rebecca Hall;U.S.A.;5;Anglais;3;1;3
Clara Sola;6;2022;44713;106;Drame;thalie Álvarez Mesén;Wendy Chinchilla Araya;A Julia Porras Espinoza;3,5;thalie Álvarez Mesén;Suède;3;Espagnol;;;
Clean;5;2022;44692;93;Drame;Paul Solet;Adrien Brody;Glenn Fleshler;2,2;Paul Solet;U.S.A.;0;Anglais;1;2;0
Clèves;6;2022;44715;114;Drame;Rodolphe Tissot;Louisiane Gouverneur;Vincent Deniard;3,7;Rodolphe Tissot;France;0;Français;0;;0
Clifford;12;2021;44531;97;Aventure;Walt Becker;Russell Peters;Darby Camp;2,6;Jay Scherick;U.S.A.;0;Anglais;2;0;0
Cobalt Blue;12;2021;44533;112;Drame;Sachin Kundalkar;Prateik Babbar;Neelay Mehendale;3,6;Sachin Kundalkar;Inde;0;Hindi;;0;
CODA;8;2021;44421;111;Drame;Siân Heder;Emilia Jones;Marlee Matlin;3,6;Siân Heder;U.S.A.;53;Anglais, Langue des signes;3;0;2
Coeur errant;4;2023;45021;112;Drame;Leordo Brzezicki;Leordo Sbaraglia;Miranda de la Ser;2,9;Leordo Brzezicki;Argentine;0;Espagnol, Portugais, Anglais;;1;
Cœur gourmand;6;2021;44361;90;Comédie;Claude Desrosiers;Patrick Émmanuel Abellard;Tori Barban;2,5;;Cada;0;Anglais;0;;0
Coeurs en chocolat;12;2021;44544;90;Romance;Nicole G. Leier;Rhiannon Fish;Jesse Hutch;3,0;Lindsay Hartley;U.S.A.;0;Anglais;0;;0
Cœurs vaillants;5;2022;44692;85;Drame;Mo Achache;Camille Cottin;Maé Roudet-Rubens;2,2;Valérie Zetti;France;0;Français;1;2;
Cold Case;6;2021;44376;139;Thriller;Tanu Balak;Prithviraj Sukumaran;Aditi Balan;3,0;;Inde;0;-;;0;
Collection;9;2022;44833;87;Thriller;Marian Palka;Alex Pettyfer;Shakira Barrera;2,0;Todd M. Friedman;U.S.A.;0;Anglais;0;1;0
Come Away;2;2021;44243;94;Aventure;Brenda Chapman;Angeli Jolie;David Oyelowo;1,7;Marissa Kate Goodhill;U.S.A.;0;Anglais;3;7;5
Comme Cendrillon 6;7;2021;44398;;Romance;Michelle Johnston;Bailee Madison;Michael Evans Behling;2,2;Michelle Johnston;U.S.A.;0;Anglais;0;0;
Comme dans un film romantique;4;2021;44305;90;Romance;Brian Brough;Monica Moore Smith;Dan Fowlks;2,8;Brittany Wiscombe;U.S.A.;0;Anglais;0;;
Comme des proies;9;2021;44450;87;Aventure;Thomas Sieben;David Kross;Hanno Koffler;1,6;Thomas Sieben;Allemagne;0;Allemand;0;1;0
Come From Away;9;2021;44449;106;Comédie;Christopher Ashley;Petri Bromley;Jenn Colella;3,3;Irene Sankoff;U.S.A.;0;Anglais;1;;0
Comme une envie de romance;8;2021;44411;85;Romance;Robert Lieberman;Erin Cahill;Jesse Hutch;3,0;;Cada;0;Anglais, Français;1;0;0
Comment je suis devenu super-héros;7;2021;44386;97;Action;Douglas Attal;Pio Marmaï;Leïla Bekhti;2,8;Douglas Attal;France;2;Français;1;1;3
Comment je suis tombée amoureuse d'un gangster;1;2022;44573;179;Policier;Maciej Kawulski;Tomasz Włosok;Antoni Królikowski;3,2;Maciej Kawulski;Pologne;0;Polois;;;0
Commissaire Dupin : Sœurs ennemies;5;2022;44710;92;Policier;Bruno Grass;Pasquale Aleardi;Jan Georg Schütte;3,1;Eckhard Vollmar;Allemagne;0;Allemand;0;0;0
Compagnons;2;2022;44615;110;Comédie;François Favrat;jaa;Agnès Jaoui;3,7;Johanne Berrd;France;0;Français;1;;11
Compartiment N°6;11;2021;44503;102;Comédie;Juho Kuosmanen;Seidi Haarla;Yuriy Borisov;3,8;Juho Kuosmanen;Finlande;213;Russe, Finnois;6;;0
Compétition officielle;6;2022;44713;114;Comédie;Mariano Cohn;Penélope Cruz;Antonio Banderas;3,5;Andrés Duprat;Espagne;3;Espagnol;1;9;3
Confessions d'une camgirl;6;2022;44719;87;Drame;Curtis Crawford;Joelle Farrow;Krista Bridges;2,8;Andrea Canning;Cada;0;Anglais;0;;0
Confessions d'une fille invisible;9;2021;44462;91;Comédie;Bruno Garotti;Klara Castanho;Júlia Rabello;2,7;Bruno Garotti;Brésil;0;Portugais;0;;
Conjuring 3 : sous l'emprise du diable;6;2021;44356;112;Epouvante-horreur;Michael Chaves;Patrick Wilson;Vera Farmiga;3,1;David Leslie Johnson-McGoldrick;U.S.A.;0;Anglais;;2;9
Contes du hasard et autres fantaisies;4;2022;44657;121;Drame;Ryūsuke Hamaguchi;Kotone Furukawa;Ayumu kajima;3,8;Ryūsuke Hamaguchi;Japon;17;Japois;7;;
Cop Secret;1;2023;44942;100;Action;Hannes Þór Halldórsson;Auðunn Blöndal;Egill Eirsson;1,7;Hannes Þór Halldórsson;Islande;0;Islandais;;;0
Copshop;12;2021;44543;108;Action;Joe Carhan;Gerard Butler;Frank Grillo;2,5;Joe Carhan;U.S.A.;0;Anglais;5;6;0
Cosmic Sin;3;2021;44281;88;Action;Edward Drake;Bruce Willis;Frank Grillo;0,9;Corey Large;U.S.A.;;Anglais;0;1;0
Costa Brava, Lebanon;7;2022;44769;107;Drame;Mounia Akl;dine Labaki;Saleh Bakri;3,3;Clara Roquet;Liban;1;Arabe;0;5;0
Country Hard;8;2022;44798;119;Drame;Paul Utomi;Kehinde Bankole;Tope Tedela;;;Nigéria;0;Anglais, Dialecte africain;;0;
Coup de foudre avant Noël;12;2022;44907;90;Romance;Jeff Beesley;Teri Hatcher;James Denton;3,2;Mark Amato;U.S.A.;0;Anglais;0;1;1
Coup de foudre royal;5;2022;44691;90;Comédie dramatique;Marita Grabiak;Jothan Keltz;talie Hall;3,2;;U.S.A.;0;Anglais;0;0;0
Coup de foudre sous les cascades;9;2021;44468;86;Romance;Christie Will Wolf;Cindy Busby;Christopher Russell;3,1;Jason Bourque;U.S.A.;0;Anglais;0;0;0
Coups de sang;12;2021;44533;94;Policier;Christian Bonnet;Michèle Bernier;David Kammenos;3,1;Nicolas Kieffer;France;0;Français;0;1;0
Crabs!;5;2022;44683;80;Comédie;Pierce Berolzheimer;Kurt Carley;Robert Craighead;1,4;Pierce Berolzheimer;U.S.A.;0;Anglais;;0;0
Crazy Fist;10;2021;44491;97;Action;Qing Guo;Wu Cahnglong;Zhang Chenhui;1,9;;U.S.A.;0;Mandarin, Chinois;;;
Crazy Grannies;5;2022;44693;111;Comédie dramatique;Tope Alake;Shaffy Bello;Ngozi Nwosu;;;Nigéria;0;Anglais, Autre;;0;
Crime à Biot;12;2021;44544;90;Policier;Christophe Douchand;Florence Pernel;Guillaume Cramoisan;3,1;Jean Falculete;France;0;Français;0;1;0
Cruella;6;2021;44370;134;Comédie;Craig Gillespie;Emma Stone;Emma Thompson;4,1;Tony Mcmara;U.S.A.;23;Anglais;3;7;6
Cry Macho;11;2021;44510;104;Drame;Clint Eastwood;Clint Eastwood;Dwight Yoakam;2,6;N. Richard sh;U.S.A.;0;Anglais;16;16;0
Cyrano;3;2022;44650;124;Drame;Joe Wright;Peter Dinklage;Haley Bennett;1,7;Erica Schmidt;U.S.A.;7;Anglais;2;5;0
D'Artagn et les trois Mousquetaires;8;2021;44433;88;Aventure;Toni García;Jim Redler;Tomás Ayuso;2,5;Douglas Langdale;Espagne;0;Espagnol;;0;
D'où l'on vient;6;2021;44370;143;Drame;Jon M. Chu;Anthony Ramos;Melissa Barrera;3,3;Quiara Alegria Hudes;U.S.A.;1;Anglais, Espagnol;0;1;0
Daisy et le miracle de Noël;12;2022;44896;85;Romance;Mike Rohl;Jill Wagner;Nick Bateman;2,7;J.B. White;U.S.A.;0;Anglais;0;0;0
Dangerous;1;2022;44571;99;Action;David Hackl;Scott Eastwood;Kevin Durand;1,7;Christopher Borrelli;U.S.A.;2;Anglais;0;0;0
Dans les angles morts;4;2021;44315;119;Epouvante-horreur;Robert Pulcini;James Norton;Amanda Seyfried;2,1;Shari Springer Berman;U.S.A.;0;Anglais;1;0;6
Dans les yeux de Tammy Faye;3;2022;44643;126;Biopic;Michael Showalter;Jessica Chastain;Andrew Garfield;3,5;Abe Sylvia;U.S.A.;31;Anglais;0;6;10
Danse avec les queens;6;2021;44350;110;Comédie;Hele Bergström;Molly Nutley;Fredrik Quinones;3,0;Hele Bergström;Suède;0;Suédois;0;;
Danny Boy;10;2021;44472;84;Drame;Sam Miller;Toby Jones;Kiran Sonia Sawar;3,1;Robert Jones (XV);Grande-Bretagne;0;Anglais;2;2;0
David et les lutins;12;2021;44536;105;Comédie;Michal Rogalski;Cyprian Grabowski;Jakub Zając;2,2;Marcin Baczynski;Pologne;0;Polois;;;
Day of Destiny;10;2022;44859;109;Aventure;Akay Mason;Olumide Oworu;Denola Grey;2,5;Akay Mason;Nigéria;0;Anglais;;;
De l'air;4;2022;44658;90;Biopic;Jophi Ries;Eva Meckbach;Cloé Heinrich;3,0;Christian Lex;Allemagne;0;Allemand;0;;
Deadlock;10;2022;44846;100;Action;Jared Cohn;Bruce Willis;Patrick Muldoon;2,3;Jared Cohn;U.S.A.;1;Anglais;0;1;0
Deadly Illusions;3;2021;44273;114;Drame;An Elizabeth James;Kristin Davis;Dermot Mulroney;1,5;An Elizabeth James;U.S.A.;0;Anglais;0;1;0
Death Valley;6;2022;44741;93;Action;Matthew Niber;Jeremy Niber;Ethan Mitchell;1,5;Matthew Niber;Cada;0;Anglais;0;;0
Déclic amoureux;2;2021;44246;91;Romance;Jason James (II);Emily Tennt;Tyler Johnston;3,1;;Cada;0;Anglais;0;0;0
Dédales;7;2022;44762;118;Policier;Bogdan George Apetri;Ioa Bugarin;Emanuel Parvu;2,9;Bogdan George Apetri;Roumanie;4;Roumain;8;;0
Défense d’atterrir;11;2022;44895;141;Action;Jae-rim Han;Song Kang-Ho;Lee Byung-Hun;3,4;Jae-rim Han;Corée du Sud;2;Coréen;1;0;0
Délices romantiques;5;2021;44347;82;Romance;Brooke Nevin;Don Benedicto;Preston Vanderslice;2,9;;Cada;0;Anglais;0;0;0
Délicieux;9;2021;44447;113;Comédie;Eric Besrd;Grégory Gadebois;Isabelle Carré;3,8;Eric Besrd;France;3;Français;2;1;5
Délicieux Noël;12;2021;44537;90;Romance;Graeme Campbell;Erin Agostino;Dillon Casey;3,1;Kelli Crawford;U.S.A.;0;Anglais;0;0;0
Demonic;9;2021;44454;104;Epouvante-horreur;Neill Blomkamp;Carly Pope;Chris William Martin;1,4;Neill Blomkamp;Cada;0;Anglais;6;0;0
Deep;10;2022;44858;101;Drame;Adirek Wattaleela;Panisara Rikulsurakan;Kay Lertsittichai;2,5;Wisit Sasatieng;Thaïlande;0;Thaï;0;;
Deep Evil;10;2021;44483;89;Epouvante-horreur;Bradley Parker;Adan Canto;Will Patton;1,4;Stefan Jaworski;U.S.A.;0;Anglais;;0;0
Derrière toi;1;2023;44949;91;Epouvante-horreur;Patrick White;Ava Preston;Kaelen Ohm;2,5;John Ainslie;Cada;0;Anglais;0;0;
Dernier Round;2;2014;41677;80;Drame;Mohamed Fekrane;Youseff Ettouile;Ahmed El Mir;3,2;Gustavo Cortés Bueno;Maroc;0;Arabe, Français;;;
Dernier Soleil;6;2021;44371;68;Drame;Etienne Constantinesco;Eric Sobkow;Esteban Laroche;2,7;Etienne Constantinesco;France;0;Français;;;
Des vies froissées;3;2021;44267;97;Drame;Can Ulkay;Çağatay Ulusoy;Emir Ali Doğrul;3,9;Ercan Mehmet Erdem;Turquie;0;Turc;0;;
Désertitude;8;2022;44790;74;Comédie;Vincent Morvan;Mikaël Alhawi;Céline Martin-Sisteron;3,2;Vincent Morvan;France;0;Français;0;0;
Despedida;12;2022;44909;90;Fantastique;Lucia Mazeto;Aís Grala Wegner;Patricia Soso;2,4;Lucia Mazeto;Brésil;0;Portugais;;;
Destello bravío;12;2022;44896;98;Drame;Ainhoa Rodríguez;;;2,3;Ainhoa Rodríguez;Espagne;0;Espagnol;;0;0
Detective Con - The Scarlet Bullet;5;2021;44342;110;Action;Chika gaoka;Mimi Hamabe;Megumi Hayashibara;2,5;Takeharu Sakurai;Japon;0;Japois;;;0
Détour mortel : La fondation;6;2021;44350;110;Epouvante-horreur;Mike P. Nelson;Charlotte Vega;Adain Bradley;2,1;Alan B. McElroy;U.S.A.;0;Anglais;;0;0
Dhamaka : L'effet d'une bombe;11;2021;44519;103;Action;Ram Madhvani;Kartik Aaryan;Mrul Thakur;2,7;Ram Madhvani;Inde;0;Hindi;;0;0
Diabolik;1;2023;44929;133;Action;Antonio Manetti;Miriam Leone;Luca Marinelli;2,7;Antonio Manetti;Italie;0;Italien;3;0;2
Diamante;10;2021;44498;90;Thriller;Daniele Falleri;Stefania Rocca;Fortuto Cerlino;2,0;;Italie;0;Italien;;0;0
Dia : La comédie musicale;10;2021;44470;117;Biopic;Christopher Ashley;Jean de Waal;Erin Davie;2,2;Joe Dipietro;U.S.A.;54;Anglais;1;;0
Die In A Gunfight;11;2021;44515;92;Action;Collin Schiffli;Diego Boneta;Alexandra Daddario;1,8;Andrew Barrer;U.S.A.;0;Anglais;0;0;0
Dieu n'est pas mort 4;5;2020;43961;92;Drame;Vance Null;David A.R. White;William Forsythe;2,2;Tommy Blaze;U.S.A.;0;Anglais;;0;0
Different Experience;1;2023;44940;96;Drame;Sherif gib;Dalal Abdulaziz;Mohamed Al-Sharnuby;;;Egypte;0;Arabe;;;
