Titre;genre1;genre2;réalisateur_1;actor_1;actor_2;actor_3;note_presse;note_spectators;Scenar;nationality_1;distributor;language;real_awards;first_actor_awards;second_actor_awards;length_corrected;day;month;year;note_spectator_word;nomi
Route 10;Action;Drame;Omar Naim;Baraa Alem;Fatima Al-Banawi;Abdulmohsen Alnemr;;3.0;;Arabie Saoudite;;Arabe;5.0;0.0;0.0;82;31;octobre;2022;soso;0
Royal Opera House : La Bohème;Opéra;;Kevin John Edusei;Ailyn Pérez;Juan Diego Florez;Andrey Zhilikhovsky;;3.0;;Grande-Bretagne;Trafalgar Releasing;Italien;0.0;0.0;0.0;180;20;octobre;2022;soso;0
Royalteen : L'héritier;Drame;Romance;Per-Olav Sørensen;Ines Høysæter Asserson;Veslemøy Mørkrid;Mathias Storhøi;;2.5;Per-Olav Sørensen;Norvège;;Norvégien;0.0;0.0;0.0;108;17;août;2022;soso;0
RRR;Action;Drame;S.S. Rajamouli;N. T. Rama Rao Jr.;Ram Charan;Alia Bhatt;;4.0;S.S. Rajamouli;Inde;Desi Entertainment Paris;Anglais;0.0;0.0;0.0;187;25;mars;2022;good;3
Rubikon;Science Fiction;Thriller;Magdalena Lauritsch;Julia Franz Richter;George Blagden;Mark Ivanir;;2.1;Magdalena Lauritsch;Autriche;;Anglais;0.0;0.0;0.0;109;17;mars;2023;soso;0
Rumspringa;Comédie;Drame;Mira Thiel;Timur Bartels;Jonas Holdenrieder;Tijan Marei;;2.6;Mira Thiel;Allemagne;;Allemand;0.0;0.0;0.0;101;29;avril;2022;soso;0
Run Sweetheart Run;Epouvante-horreur;Thriller;Shana Feste;Ella Balinska;Pilou Asbæk;Clark Gregg;;1.9;Shana Feste;U.S.A.;;Anglais;0.0;0.0;0.0;104;28;octobre;2022;bad;0
Runway 34;Drame;Thriller;Ajay Devgan;Amitabh Bachchan;Rakul Preet Singh;Ajay Devgn;;3.0;Aamil Keeyan Khan;Inde;Desi Entertainment Paris;Hindi;0.0;0.0;0.0;150;29;avril;2022;soso;0
Sacrifice;Epouvante-horreur;;Nico van den Brink;Sallie Harmsen;Anneke Blok;Markoesa Hamer;;2.3;Nico van den Brink;Pays-Bas;;Néerlandais;0.0;0.0;0.0;99;30;septembre;2022;soso;0
Sages-femmes;Drame;;Léa Fehner;Héloïse Janjaud;Khadija Kouyaté;Quentin Vernede;;4.0;Léa Fehner;France;Arte;Français;2.0;0.0;0.0;90;14;avril;2023;good;1
Saint Omer;Drame;Judiciaire;Alice Diop;Kayije Kagame;Guslagie Malanda;Valérie Dréville;4.2;2.8;Alice Diop;France;Les Films du Losange;Français;2.0;0.0;0.0;123;23;novembre;2022;soso;12
Samouraï Academy;Animation;Comédie;Rob Minkoff;Thierry Desroses;Samuel L. Jackson;Jérémie Covillault;3.1;3.1;Ed Stone;U.S.A.;SND;Autre;1.0;0.0;4.0;97;12;octobre;2022;good;0
Sans filtre;Comédie;Drame;Ruben Östlund;Harris Dickinson;Charlbi Dean Kriek;Woody Harrelson;3.2;3.8;Ruben Östlund;Suède;Bac Films;Anglais;3.0;0.0;0.0;149;28;septembre;2022;good;18
Sans issue;Epouvante-horreur;Thriller;Damien Power;Havana Rose Liu;Danny Ramirez;David Rysdahl;;2.4;Andrew Barrer;U.S.A.;;Anglais;0.0;0.0;0.0;95;25;février;2022;soso;0
Sans Peur;Drame;Thriller;Emmanuel Saez;Adrien Stoclet;Vincent Andres;Laurent Cerulli;;2.0;Emmanuel Saez;France;;Français;0.0;0.0;0.0;106;9;novembre;2022;bad;0
Sardar;Action;Thriller;P.S. Mithran;Karthi;Rashi Khanna;Rajisha Vijayan;;3.1;;Inde;Night ed films;Tamoul;0.0;0.0;0.0;150;21;octobre;2022;good;0
Sarkaru Vaari Paata;Action;Drame;Parasuram;Mahesh Babu;Keerthy Suresh;;;3.1;;Inde;Friday Entertainment;Autre;0.0;0.0;0.0;150;12;mai;2022;good;0
Sauvée par Amour;Drame;Historique;D.J. Caruso;Abigail Cowen;Tom Lewis (V);Famke Janssen;;3.5;Francine Rivers;U.S.A.;Saje Distribution;Anglais;0.0;0.0;0.0;134;3;janvier;2023;good;0
Savage Salvation;Action;Thriller;Randall Emmett;Robert De Niro;Willa Fitzgerald;John Malkovich;;2.4;Adam Taylor Barker;U.S.A.;;Anglais;0.0;6.0;0.0;103;11;avril;2023;soso;0
Scream;Epouvante-horreur;Thriller;Matt Bettinelli-Olpin;Neve Campbell;Courteney Cox;David Arquette;2.7;2.7;James Vanderbilt;U.S.A.;Paramount Pictures France;Anglais;1.0;0.0;2.0;115;12;janvier;2022;soso;0
Scrooge, Un (mé)chant de Noël;Aventure;Animation;Stephen Donnelly;Jessie Buckley;Luke Evans;Olivia Colman;;3.0;Stephen Donnelly;Grande-Bretagne;;Anglais;0.0;2.0;0.0;96;2;décembre;2022;soso;0
Senior Year;Comédie;;Alex Hardcastle;Rebel Wilson;Alicia Silverstone;Justin Hartley;;2.2;Brandon Scott Jones;U.S.A.;;Anglais;0.0;2.0;1.0;111;13;mai;2022;soso;0
Seoul Vibe;Action;Comédie;Hyun-Sung Moon;Ah-In Yoo;Kyung-Pyo Go;Park Ju-hyun;;2.2;Shin Sua;Corée du Sud;;Coréen;0.0;0.0;0.0;138;26;août;2022;soso;0
Seule : les dossiers Silvercloud;Espionnage;Thriller;Jérôme Dassier;Asia Argento;Jeanne Balibar;Joe Rezwin;2.0;3.2;Jérôme Dassier;France;Alba Films;Français;0.0;7.0;1.0;90;8;mars;2023;good;0
Sex Nerd;Comédie;Drame;Talia Osteen;Mika Abdalla;Jake Short;Fortune Feimster;;2.3;Tate Hanyok;U.S.A.;;Anglais;0.0;0.0;0.0;90;8;avril;2022;soso;0
Shadow Master;Action;Fantastique;Pearry Reginald Teo;D.Y. Sao;Layton Matthews;Brian Le;;1.9;Pearry Reginald Teo;U.S.A.;;Anglais;0.0;0.0;0.0;90;16;février;2023;bad;0
Shamshera;Action;Aventure;Karan Malhotra;Ranbir Kapoor;Vaani Kapoor;Sanjay Dutt;;3.1;Karan Malhotra;Inde;Desi Entertainment Paris;Hindi;0.0;1.0;0.0;150;22;juillet;2022;good;0
Shaan;Action;Thriller;M Raahim;Siam Ahmed;Puja Cherry Roy;;;2.2;;Inde;Desi Entertainment Paris;Autre;0.0;0.0;0.0;140;27;mai;2022;soso;0
Shark Bay;Action;Thriller;James Nunn;Holly Earl;Jack Trueman;Catherine Hannay;;1.8;Nick Saltrese;Grande-Bretagne;Originals Factory;Anglais;0.0;0.0;0.0;96;7;juillet;2022;bad;0
Sharp Stick;Comédie;Drame;Lena Dunham;Kristine Frøseth;Jon Bernthal;Luka Sabbat;;2.2;Lena Dunham;U.S.A.;;Anglais;3.0;0.0;0.0;86;6;mars;2023;soso;0
She Said;Biopic;Drame;Maria Schrader;Carey Mulligan;Zoe Kazan;Patricia Clarkson;3.6;3.8;Rebecca Lenkiewicz;U.S.A.;Universal Pictures International France;Anglais;1.0;1.0;2.0;129;23;novembre;2022;good;3
Sher Bagga;Comédie;Romance;Jagdeep Sidhu;Ammy Virk;Sonam Bajwa;Deep Sehgal;;3.0;Jagdeep Sidhu;Inde;Friday Entertainment;Autre;0.0;0.0;0.0;150;24;juin;2022;soso;0
Shotgun Wedding;Action;Comédie;Jason Moore;Jennifer Lopez;Josh Duhamel;Lenny Kravitz;2.7;2.0;Mark Hammer;U.S.A.;;Anglais;0.0;10.0;3.0;101;27;janvier;2023;bad;0
Showing Up;Comédie;Drame;Kelly Reichardt;Michelle Williams;Hong Chau;André Benjamin;3.7;3.0;Kelly Reichardt;U.S.A.;Diaphana Distribution;Anglais;2.0;5.0;2.0;108;3;mai;2023;soso;7
Shut In;Drame;Thriller;D.J. Caruso;Rainey Qualley;Jake Horowitz;Vincent Gallo;;1.7;Melanie Toast;U.S.A.;;Anglais;0.0;0.0;0.0;93;23;novembre;2022;bad;0
Si tu me venges…;Comédie;;Jennifer Kaytin Robinson;Camila Mendes;Maya Hawke (II);Austin Abrams;;2.5;Celeste Ballard;U.S.A.;;Anglais;0.0;0.0;0.0;118;16;septembre;2022;soso;0
Silverton Siege;Action;Policier;Mandla Dube;Arnold Vosloo;Sarah Kozlowski;Thabo Rametsi;;3.2;Sabelo Mgidi;Afrique du Sud;;Anglais;0.0;0.0;0.0;100;27;avril;2022;good;0
Simone, le voyage du siècle;Biopic;;Olivier Dahan;Elsa Zylberstein;Rebecca Marder;Élodie Bouchez;3.1;4.1;Olivier Dahan;France;Warner Bros. France;Français;2.0;4.0;1.0;140;12;octobre;2022;excellent;3
Sinam;Action;Thriller;Kumaravelan;Arun Vijay;Palak Lalwani;;;2.9;;Inde;Friday Entertainment;Tamoul;0.0;0.0;0.0;150;16;septembre;2022;soso;0
Sissy;Epouvante-horreur;;Hannah Barlow;Aisha Dee;Hannah Barlow;Emily De Margheriti;;2.7;Hannah Barlow;Australie;;Anglais;0.0;0.0;0.0;102;8;mars;2023;soso;0
Sita Ramam;Drame;Romance;Hanu Raghavapudi;Dulquer Salmaan;Mrunal Thakur;Rashmika Mandanna;;3.3;Hanu Raghavapudi;Inde;Night ed films;Tamoul;0.0;0.0;0.0;150;5;août;2022;good;0
Slayers;Action;Comédie;K. Asher Levin;Thomas Jane;Kara Hayward;Jack Donnelly (II);;1.4;K. Asher Levin;U.S.A.;;Anglais;0.0;3.0;0.0;98;4;janvier;2023;bad;0
Smile;Epouvante-horreur;Thriller;Parker Finn;Sosie Bacon;Jessie T. Usher;Kyle Gallner;3.2;3.1;Parker Finn;U.S.A.;Paramount Pictures France;Anglais;0.0;0.0;0.0;115;28;septembre;2022;good;0
Sneakerella;Fantastique;Comédie musicale;Elizabeth Allen Rosenbaum;Lexi Underwood;Kolton Stewart;John Salley;;2.6;David Light;U.S.A.;;Anglais;0.0;0.0;0.0;112;13;mai;2022;soso;0
Sniper : Le Corbeau Blanc;Action;Drame;Marian Bushan;Pavlo Aldoshyn;Maryna Koshkina;Andrey Mostrenko;;2.5;Marian Bushan;Ukraine;;ukrainien;0.0;0.0;0.0;112;3;mai;2023;soso;0
Sniper: Rogue Mission;Action;Thriller;Oliver Thompson;Chad Michael Collins;Ryan Robbins;Sayaka Akimoto;;2.2;Oliver Thompson;U.S.A.;;Anglais;0.0;0.0;1.0;96;16;août;2022;soso;0
Something From Tiffany's;Comédie;Famille;Daryl Wein;Zoey Deutch;Kendrick Sampson;Ray Nicholson;;2.7;Tamara Chestna;U.S.A.;;Anglais;0.0;0.0;0.0;87;9;décembre;2022;soso;0
Somewhere Over the Chemtrails;Comédie;Drame;Adam Rybanský;Anna Polívková;Miroslav Krobot;Marek Pospíchal;;3.0;Adam Rybanský;République tchèque;;Tchèque;0.0;0.0;0.0;84;14;avril;2023;soso;1
Sonic 2 le film;Aventure;Animation;Jeff Fowler;Jim Carrey;Emmanuel Curtil;James Marsden;2.9;3.2;Patrick Casey;U.S.A.;Paramount Pictures France;Anglais;1.0;3.0;0.0;122;30;mars;2022;good;0
Sortie de piste;Comédie;;Mårten Klingberg;Fredrik Hallgren;Katia Winter;Tuva Børgedotter Larsen;;2.4;Maria Karlsson;Suède;;Suédois;0.0;0.0;0.0;108;16;novembre;2022;soso;0
Soula;Drame;;Salah Issaad;Soula Bahri;Idir Benaibouche;Franck Yvrai;;3.0;Soula Bahri;Algérie;Night ed films;Algérien;0.0;0.0;0.0;92;8;mars;2023;soso;0
Sous emprise;Drame;Thriller;David Rosenthal;Camille Rowe;Sofiane Zermani;César Domboy;;2.3;David Rosenthal;France;;Français;12.0;0.0;0.0;118;9;septembre;2022;soso;0
Sous les figues;Drame;;Erige Sehiri;Ameni Fdhili;Fide Fdhili;Feten Fdhili;3.7;3.6;Erige Sehiri;Tunisie;Jour2fête;Arabe;0.0;0.0;0.0;92;7;décembre;2022;good;2
Sous sa coupe;Drame;;Fran Torres (II);Aitana Sánchez-Gijón;Cumelen Sanz;Younes Bachir;;1.8;Laura Sarmiento;Espagne;;Espagnol;0.0;0.0;0.0;109;29;août;2022;bad;0
South Park : The Streaming Wars, deuxième partie;Animation;Comédie;Trey Parker;Trey Parker;Matt Stone;April Stewart;;3.6;;U.S.A.;;Anglais;1.0;1.0;0.0;51;11;février;2023;good;0
South Park: The Streaming Wars;Animation;Comédie;Trey Parker;Trey Parker;Matt Stone;April Stewart;;3.8;Trey Parker;U.S.A.;;Anglais;1.0;1.0;0.0;48;11;février;2023;good;0
Spiderhead;Action;Science Fiction;Joseph Kosinski;Chris Hemsworth;Miles Teller;Charles Parnell;2.8;2.2;Rhett Reese;U.S.A.;;Anglais;1.0;1.0;2.0;106;17;juin;2022;soso;0
Spin Me Round;Comédie;;Jeff Baena;Alison Brie;Aubrey Plaza;Alessandro Nivola;;2.1;Jeff Baena;Italie;;Anglais;0.0;5.0;1.0;104;14;février;2023;soso;0
Spirited, l'esprit de Noël;Comédie;Famille;Sean Anders;Will Ferrell;Ryan Reynolds;Octavia Spencer;;2.9;Sean Anders;U.S.A.;;Anglais;1.0;3.0;5.0;127;18;novembre;2022;soso;0
Stella est amoureuse;Comédie dramatique;;Sylvie Verheyde;Flavie Delangle;Marina Foïs;Benjamin Biolay;3.7;2.8;Sylvie Verheyde;France;KMBO;Français;8.0;0.0;1.0;110;14;décembre;2022;soso;0
Steve;Aventure;Animation;Hamish Grieve;Will Arnett;Terry Crews;Geraldine Viswanathan;;2.6;Matt Lieberman;U.S.A.;;Anglais;0.0;5.0;0.0;95;22;juin;2022;soso;0
Stowaway;Thriller;;Declan Whitebloom;Ruby Rose;Frank Grillo;Patrick Schwarzenegger;;2.8;Ian Hayden;U.S.A.;;Anglais;0.0;0.0;0.0;94;14;décembre;2022;soso;0
Studio 666;Comédie;Epouvante-horreur;BJ McDonnell;Dave Grohl;Taylor Hawkins;Nate Mendel;;2.7;Jeff Buhler;U.S.A.;;Anglais;0.0;0.0;0.0;106;16;mai;2022;soso;0
Survive;Aventure;Drame;Mark Pellington;Sophie Turner;Corey Hawkins;Caroline Goodall;;2.1;Richard Abate;U.S.A.;;Anglais;2.0;1.0;0.0;109;30;novembre;2022;soso;0
Suzume;Aventure;Animation;Makoto Shinkai;Lévanah Solomon;Nanoka Hara;Benjamin Jungers;3.8;4.2;Makoto Shinkai;Japon;Eurozoom;Japonais;7.0;0.0;0.0;122;12;avril;2023;excellent;8
Swing Rendez-vous;Comédie;Musical;Gérome Barry;Gérome Barry;Tatiana Eva-Marie;Estéban;2.5;3.3;Gérome Barry;France;Epicentre Films;Français;0.0;0.0;0.0;90;11;janvier;2023;good;0
Sword Art Online - Progressive - Scherzo of Deep Night;Aventure;Animation;Ayako Kôno;Haruka Tomatsu;Yoshitsugu Matsuoka;Shiori Izawa;;3.5;;Japon;CGR EVENTS;Japonais;0.0;0.0;0.0;101;3;décembre;2022;good;0
Tad l'explorateur et la table d'émeraude;Aventure;Animation;Enrique Gato;Philippe Bozo;Oscar Barberán;Guillaume Lebon;3.2;3.3;Manuel Burque;Espagne;Paramount Pictures France;Espagnol;1.0;0.0;0.0;90;24;août;2022;good;0
Tall Girl 2;Comédie;Romance;Emily Ting;Ava Michelle;Griffin Gluck;Sabrina Carpenter;;2.0;Sam Wolfson;U.S.A.;;Anglais;0.0;0.0;0.0;97;11;février;2022;bad;0
Tant pis pour le sud;Comédie dramatique;;Vincent Orst;Cédrick Spinassou;Alex Blanchard;Lotfi Zarouel;;3.9;Vincent Orst;France;Panoceanic Films;Français;0.0;0.0;0.0;104;28;septembre;2022;good;0
Tant que le soleil frappe;Drame;;Philippe Petit;Swann Arlaud;Sarah Adler;Grégoire Oestermann;2.9;3.5;Philippe Petit;France;Pyramide Distribution;Français;0.0;4.0;0.0;85;8;février;2023;good;0
Tár;Drame;;Todd Field;Cate Blanchett;Nina Hoss;Noémie Merlant;4.2;3.6;Todd Field;U.S.A.;Universal Pictures International France;Anglais;16.0;12.0;1.0;158;25;janvier;2023;good;19
Tel Aviv – Beyrouth;Drame;;Michale Boganim;Zalfa Seurat;Sarah Adler;Sofia Essaïdi;3.1;3.1;Michale Boganim;France;Dulac Distribution;Français;1.0;0.0;0.0;116;1;février;2023;good;0
Tempête;Comédie;Comédie dramatique;Christian Duguay;Mélanie Laurent;Pio Marmaï;Kacey Mottet Klein;3.0;3.9;Lilou Fogli;France;Pathé;Français;0.0;9.0;1.0;109;21;décembre;2022;good;1
Temps Mort;Drame;;Eve Duchemin;Karim Leklou;Issaka Sawadogo;Jarod Cousyns;3.3;3.6;Eve Duchemin;Belgique;Pyramide Distribution;Français;0.0;1.0;0.0;118;3;mai;2023;good;0
Teen Wolf : le film;Drame;Fantastique;Russell Mulcahy;Tyler Posey;Crystal Reed;Holland Roden;;3.2;Jeff Davis (V);U.S.A.;;Anglais;1.0;0.0;0.0;140;23;février;2023;good;0
Tengo sueños eléctricos;Drame;;Valentina Maurel;Daniela Marin Navarro;Reinaldo Amien Gutierrez;Vivian Rodriguez;3.3;3.6;Valentina Maurel;Belgique;Geko Films;Espagnol;0.0;0.0;0.0;103;8;mars;2023;good;0
Ténor;Comédie;;Claude Zidi Jr.;Michèle Laroque;Mohammed Belkhir;Guillaume Duhesme;3.0;3.7;Cyrille Droux;France;StudioCanal;Français;0.0;9.0;0.0;101;4;mai;2022;good;0
Terrifier 2;Epouvante-horreur;;Damien Leone;Lauren LaVera;David Howard Thornton;Jenna Kanell;3.1;2.6;Damien Leone;U.S.A.;ESC Films;Anglais;0.0;0.0;0.0;138;11;janvier;2023;soso;0
Thar : Les trois cibles;Action;;Raja Singh Choudhary;Sanjay Bishnoi;Anil Kapoor;Harshvardhan Kapoor;;2.9;Raja Singh Choudhary;Inde;;Hindi;0.0;0.0;1.0;108;6;mai;2022;soso;0
That's Amor;Comédie;Romance;Shaun Paul Piccinino;Riley Dandy;Isaac Gonzalez Rossi;Nancy Lenehan;;2.2;John Ducey;U.S.A.;;Anglais;0.0;0.0;0.0;96;25;août;2022;soso;0
The Batman;Action;Policier;Matt Reeves;Robert Pattinson;Zoë Kravitz;Paul Dano;3.9;4.1;Matt Reeves;U.S.A.;Warner Bros. France;Anglais;7.0;8.0;0.0;177;2;mars;2022;excellent;7
The Big 4;Action;Comédie;Timo Tjahjanto;Abimana Aryasatya;Putri Marino;Lutesha;;2.3;Timo Tjahjanto;Indonésie;;Indonésien;0.0;0.0;0.0;141;15;décembre;2022;soso;0
The Bunker Game;Epouvante-horreur;;Roberto Zazzara;Gaia Weiss;Mark Ryder (II);Lorenzo Richelmy;;1.5;Roberto Zazzara;Italie;;Anglais;0.0;1.0;0.0;91;5;février;2023;bad;0
The Cellar;Epouvante-horreur;Thriller;Brendan Muldowney;Elisha Cuthbert;Eoin Macken;Dylan Fitzmaurice Brady;;2.0;Brendan Muldowney;Irlande;;Anglais;2.0;2.0;0.0;90;26;avril;2022;bad;0
The Communion Girl;Epouvante-horreur;;Victor Garcia (VI);Carla Campra;Marc Soler;Olimpia Roch;;2.1;Guillem Clua;Espagne;;Espagnol;0.0;0.0;0.0;99;26;avril;2023;soso;1
The Contractor;Action;Thriller;Tarik Saleh;Chris Pine;Ben Foster;Gillian Jacobs;;2.4;J.P. Davis;U.S.A.;;Anglais;7.0;0.0;1.0;104;4;avril;2022;soso;0
The Desperate Hour;Drame;Thriller;Phillip Noyce;Naomi Watts;Colton Gobbo;Andrew Chown;;1.8;Chris Sparling;Canada;;Anglais;3.0;2.0;0.0;84;16;juillet;2022;bad;0
The Devil’s Conspiracy;Aventure;Epouvante-horreur;Nathan Frankowski;Peter Mensah;Alice Orr-Ewing;Joe Doyle;;1.8;Ed Alan;U.S.A.;Wild Side;Anglais;0.0;0.0;0.0;111;30;mars;2023;bad;0
The Emigrants;Drame;;Erik Poppe;Lisa Carlehed;Gustaf Skarsgård;Liv Ullmann;;2.9;Siv Rajendram Eliassen;Suède;;Suédois;1.0;0.0;0.0;148;10;mai;2020;soso;0
The Fabelmans;Biopic;Drame;Steven Spielberg;Gabriel LaBelle;Michelle Williams;Paul Dano;4.9;4.3;Steven Spielberg;U.S.A.;Universal Pictures International France;Anglais;12.0;0.0;5.0;151;22;février;2023;excellent;13
The Forgiven;Drame;;John Michael McDonagh;Jessica Chastain;Ralph Fiennes;Matt Smith (XI);;2.5;John Michael McDonagh;Grande-Bretagne;;Anglais;1.0;6.0;4.0;117;1;mai;2023;soso;0
The Gray Man;Action;Thriller;Joe Russo;Ryan Gosling;Chris Evans;Ana de Armas;2.3;3.0;Joe Russo;U.S.A.;;Anglais;0.0;5.0;2.0;128;22;juillet;2022;soso;0
The Greatest Beer Run Ever;Biopic;Guerre;Peter Farrelly;Zac Efron;Russell Crowe;Bill Murray;;3.8;Peter Farrelly;U.S.A.;;Anglais;4.0;2.0;5.0;126;30;septembre;2022;good;0
The Haunting of Pendle Hill;Epouvante-horreur;;Richard John Taylor;Nicholas Ball;Lowri Watts-Joyce;Mark Topping;;2.5;;U.S.A.;;Anglais;0.0;0.0;0.0;84;14;mai;2023;soso;0
The Honeymoon;Comédie;Romance;Dean Craig;Pico Alexander;Asim Chaudhry;Kai Portman;;1.8;Dean Craig;Grande-Bretagne;;Anglais;0.0;0.0;0.0;97;6;janvier;2023;bad;0
The Immaculate Room;Drame;Thriller;Mukunda Michael Dewil;Emile Hirsch;Kate Bosworth;Ashley Greene Khoury;;2.3;Mukunda Michael Dewil;U.S.A.;;Anglais;0.0;4.0;3.0;92;22;février;2023;soso;0
The In Between;Drame;Romance;Arie Posin;Joey King;Kyle Allen;Kim Dickens;;3.3;Marc Klein;U.S.A.;;Anglais;1.0;3.0;0.0;115;8;avril;2022;good;0
The Kashmir Files;Drame;Thriller;Vivek Agnihotri;Anupam Kher;Mithun Chakraborty;Darshan Kumaar;;3.0;Vivek Agnihotri;Inde;Night ed films;Hindi;0.0;0.0;1.0;170;23;mars;2022;soso;0
The King's Daughter;Aventure;Fantastique;Sean McNamara;Pierce Brosnan;Kaya Scodelario;William Hurt;;2.2;James Schamus;U.S.A.;;Anglais;0.0;4.0;0.0;88;24;avril;2023;soso;3
The Lair;Action;Epouvante-horreur;Neil Marshall;Charlotte Kirk;Jonathan Howard (I);Jamie Bamber;;1.5;Charlotte Kirk;Grande-Bretagne;;Anglais;1.0;0.0;0.0;97;13;janvier;2023;bad;0
The Ledge;Thriller;;Howard J. Ford;Brittany Ashworth;Ben Lamb;Louis Boyer;;2.0;Tom Boyle;Grande-Bretagne;;Anglais;10.0;0.0;0.0;86;24;août;2022;bad;0
The Legend;Action;Science Fiction;J.D. Jerry;Legend Saravanan;Urvashi Rautela;Geethika Tiwary;;3.0;J.D. Jerry;Inde;Night ed films;Tamoul;0.0;0.0;0.0;150;28;juillet;2022;soso;0
The Lost Lotteries;Comédie;Policier;Prueksa Amaruji;Wongravee Nateeton;Phantira Pipityakorn;Gee Sutthirak Subvijitra;;2.9;Prueksa Amaruji;Thaïlande;;Thaï;0.0;0.0;0.0;106;16;novembre;2022;soso;0
The Man from Toronto;Action;Comédie;Patrick Hughes (II);Woody Harrelson;Kevin Hart;Kaley Cuoco;;2.6;Robbie Fox;U.S.A.;;Anglais;1.0;2.0;0.0;110;24;juin;2022;soso;0
The Moderator;Action;Thriller;Zhor Fassi-Fihri;Irma Lake;Robert Knepper;Gary Dourdan;;1.4;Hicham Hajji;U.S.A.;;Anglais;0.0;0.0;1.0;81;25;août;2022;bad;0
The Nocebo Effect;Drame;Thriller;Lorcan Finnegan;Eva Green;Chai Fonacier;Mark Strong;;2.7;Garret Shanley;Irlande;;Anglais;1.0;1.0;0.0;96;8;mars;2023;soso;6
The Noel Diary;Comédie dramatique;Romance;Charles Shyer;Justin Hartley;Barrett Doss;James Remar;;2.9;David Golden (II);U.S.A.;;Anglais;2.0;0.0;0.0;99;24;novembre;2022;soso;0
The Northman;Action;Historique;Robert Eggers;Alexander Skarsgård;Nicole Kidman;Claes Bang;3.4;3.1;Robert Eggers;U.S.A.;Universal Pictures International France;Anglais;3.0;3.0;12.0;137;11;mai;2022;good;0
The Old Way;Action;Western;Brett Donowho;Nicolas Cage;Ryan Kiera Armstrong;Dean Armstrong;;1.9;Carl W. Lucas;U.S.A.;;Anglais;0.0;3.0;0.0;95;13;avril;2023;bad;0
The Outfit;Policier;Drame;Graham Moore;Mark Rylance;Dylan O'Brien;Johnny Flynn;;3.6;Graham Moore;U.S.A.;;Anglais;0.0;2.0;0.0;106;18;novembre;2022;good;1
The Pale Blue Eye;Policier;Historique;Scott Cooper;Christian Bale;Harry Melling;Gillian Anderson;2.9;3.5;Scott Cooper;U.S.A.;;Anglais;1.0;6.0;0.0;130;6;janvier;2023;good;0
The People We Hate at the Wedding;Comédie;;Claire Scanlon;Allison Janney;Ben Platt;Cynthia Addai-Robinson;;2.1;Lizzie Molyneux-Logelin;U.S.A.;;Anglais;0.0;5.0;1.0;100;18;novembre;2022;soso;0
The Post-Truth World;Espionnage;;If Chen;Hsiao-chuan Chang;Edward Chen;Caitlin Fang;;3.2;;Taïwan;;Chinois;0.0;0.0;0.0;120;21;janvier;2023;good;0
The Price We Pay;Action;Thriller;Ryûhei Kitamura;Emile Hirsch;Stephen Dorff;Gigi Zumbado;;1.8;;U.S.A.;;Anglais;2.0;4.0;0.0;85;10;février;2023;bad;1
The Privilege;Epouvante-horreur;Thriller;Felix Fuchssteiner;Max Schimmelpfennig;Lea van Acken;Tijan Marei;;1.7;Eckhard Vollmar;Allemagne;;Allemand;0.0;0.0;0.0;107;9;février;2022;bad;0
The Quiet Girl;Drame;;Colm Bairéad;Catherine Clinch;Carrie Crowley;Andrew Bennett;3.7;4.1;Colm Bairéad;Irlande;ASC Distribution;Gaélique;0.0;0.0;0.0;96;12;avril;2023;excellent;3
The Quintessential Quintuplets;Animation;Comédie;Masato Jinbo;Kana Hanazawa;Itō Miku;Yoshitsugu Matsuoka;;3.7;Keiichiro Ochi;Japon;Crunchyroll;Japonais;0.0;0.0;0.0;136;3;novembre;2022;good;0
The Reef 2: Traquées;Thriller;;Andrew Traucki;Teressa Liane;Tim Ross;Ann Truong;;1.6;Andrew Traucki;Australie;;Anglais;2.0;0.0;0.0;92;16;novembre;2022;bad;0
The Roundup;Action;Policier;Sang-yong Lee;Ma Dong-seok;Son Seok-Koo;Gwi-hwa Choi;;3.4;;Corée du Sud;;Coréen;0.0;0.0;0.0;106;9;décembre;2022;good;0
The Silent Twins;Drame;Thriller;Agnieszka Smoczynska;Letitia Wright;Tamara Lawrance;Jodhi May;;2.7;Andrea Seigel;U.S.A.;;Anglais;4.0;1.0;0.0;113;1;mai;2023;soso;11
The Son;Drame;;Florian Zeller;Hugh Jackman;Laura Dern;Vanessa Kirby;3.2;3.9;Florian Zeller;France;Orange Studio Distribution / UGC Distribution;Anglais;1.0;2.0;7.0;123;1;mars;2023;good;5
The Spider;Action;;Ahmad Nader Galal;Ahmed el-Sakka;Mona Zaki;Dhaffer L'Abidine;;2.5;Mohamed Nayer;Egypte;Night ed films;Arabe;0.0;0.0;0.0;131;16;mars;2023;soso;0
The Storied Life of A.J. Fikry;Comédie;Comédie dramatique;Hans Canosa;Kunal Nayyar;Christina Hendricks;Lucy Hale;;2.5;Gabrielle Zevin;U.S.A.;;Anglais;0.0;0.0;2.0;101;25;mai;2023;soso;0
The Stranger;Policier;Drame;Thomas M. Wright;Joel Edgerton;Sean Harris;Ewen Leslie;3.0;3.1;Thomas M. Wright;Australie;;Anglais;0.0;3.0;0.0;117;19;octobre;2022;good;6
The System;Action;Policier;Dallas Jackson;Tyrese Gibson;Jeremy Piven;Terrence Howard;;2.0;Dallas Jackson;U.S.A.;;Anglais;0.0;0.0;4.0;97;27;février;2023;bad;0
