Titre;date_sortie;duree;genre1;genre2;genre3;réalisateur_1;réalisateur_2;actor_1;actor 2;actor 3;note_presse;note spectators;link;link realisator;Scenar;nationality 1;nationality 2;distributor;nominations;budget;language;box-office;real awards;first actor awards;Second actor awards
Summer Survivors;1 février 2023; 1h 31min ;Drame;NA;NA;Marija Kavtaradze;NA;Indré Patkauskaité;Paulius Markevicius;Gelminé Glemžaité;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=267433.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=849786.html;Marija Kavtaradze;Lituanie;NA;NA;0;-;Lituanien;NA;NA;NA;NA
Summer Wars;9 juin 2010; 1h 54min ;Animation;NA;NA;Mamoru Hosoda;NA;Mitsuki Tanimura;Junko Fuji;Ayumu Saitô;4,3;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=177581.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=55361.html;Satoko Okudera;Japon;NA;Eurozoom;3            ;-;Japonais;19 810 entrées;1;0;0
Summer White;18 août 2021; 1h 25min ;Drame;NA;NA;Rodrigo Ruiz Patterson;NA;Adrián Rossi;Sophie Alexander-Katz;Fabián Corres;3,1;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=278882.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=883584.html;Rodrigo Ruiz Patterson;Mexique;NA;Destiny Films;0;-;Espagnol;1 068 entrées;NA;NA;NA
Summer's Blood;15 janvier 2021; Epouvante-horreur, Thriller;Epouvante-horreur;Thriller;NA;Lee Demarbre;NA;Ashley Greene Khoury;Stephen McHattie;Barbara Niven;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=138891.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=252042.html;Sean Hogan;Canada;NA;NA;0;-;Anglais;NA;0;1;0
Summerland;24 août 2021; 1h 40min ;Drame;Romance;Guerre;Jessica Swale;NA;Gemma Arterton;Gugu Mbatha-Raw;Penelope Wilton;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=264170.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=770856.html;Jessica Swale;Grande-Bretagne;NA;NA;0;-;Anglais;NA;0;1;1
Summerland;24 août 2021; 1h 20min ;Comédie;Romance;NA;Lankyboy;NA;Chris Ball;Rory J. Saper;Maddie Phillips;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=285958.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=912559.html;Chris Ball;U.S.A.;NA;Paradis Films;0;-;Anglais;NA;NA;NA;0
Summertime;4 juillet 2012; 1h 13min ;Aventure;Drame;Famille;Matthew Gordon;NA;William Ruffin;John Alex Nunnery;Patrick Rutherford;3,6;3,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=190068.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=398875.html;Brad Ingelsby;U.S.A.;NA;KMBO;1         8            ;250 000 $;Anglais;19 097 entrées;1;0;0
Summertime;16 août 2017; 1h 45min ;Comédie dramatique;NA;NA;Gabriele Muccino;NA;Matilda Lutz;Brando Pacitto;Joseph Haro;2,8;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=236992.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=32370.html;Gabriele Muccino;Italie;NA;Mars Films;0;-;Italien, Anglais;12 980 entrées;2;0;NA
Summertime;15 septembre 2021; 1h 35min ;Comédie;Drame;Musical;Carlos Lopez Estrada;NA;Tyris Winter;Marquesha Babers;Maia Mayor;3,1;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=282213.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=826543.html;Paolina Acuña-González;U.S.A.;NA;Metropolitan FilmExport;0;-;Anglais;7 634 entrées;1;NA;NA
Summertime;7 novembre 2022; 1h 33min ;Comédie;Epouvante-horreur;Thriller;Norberto Ramos del Val;NA;Alba García;Ana Rujas;Alba Messa;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=308996.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=738436.html;NA;Espagne;NA;NA;0;-;Espagnol;NA;NA;NA;0
Sumô;27 janvier 2010; 1h 32min ;Comédie;NA;NA;Sharon Maymon;Erez Tadmor;Itzik Cohen;Irit Kaplan;Dvir Benedek;2,9;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=171991.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=406591.html;Sharon Maymon;Israël;NA;Ouragan films;3         4            ;-;Hebreu, Japonais;10 503 entrées;NA;0;0
Sumurun;1 janvier 2019; 2h 00min ;Comédie;Drame;Romance;Ernst Lubitsch;NA;Pola Negri;Ernst Lubitsch;NA;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=32356.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=18.html;NA;U.S.A.;NA;NA;0;-;Muet;NA;12;0;12
Sun;24 juillet 2019; 1h 44min ;Comédie;NA;NA;Jonathan Desoindre;Ella Kowalska;Tewfik Jallab;Annabelle Lengronne;Ludovic Berthillot;2,4;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=266321.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=519749.html;Jonathan Desoindre;France;NA;Rouge Distribution;1           ;-;Français;4 998 entrées;0;1;0
The Architect;5 décembre 2006; 1h 22min ;Drame;NA;NA;Matt Tauber;NA;Anthony LaPaglia;Viola Davis;Isabella Rossellini;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=110953.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=164036.html;David Greig;U.S.A.;NA;NA;1           ;-;Anglais;NA;1;1;8
The Arena;4 octobre 2017; 1h 46min ;Action;Musical;Science Fiction;Andrey Volgin;NA;Agnia Ditkovskite;Denis Shvedov;Aleksandr Tyutin;NA;1,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=252041.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=794924.html;Andrey Zolotarev;Russie;NA;NA;0;-;Russe;NA;NA;0;NA
The Art of loving;28 avril 2020; 2h 00min ;Biopic;Romance;NA;Maria Sadowska;NA;Magdalena Boczarska;Piotr Adamczyk;Artur Barcis;NA;3,3;https://www.allocine.fr/film/fichefilm_gen_cfilm=250491.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=613614.html;Krzysztof Rak;Pologne;NA;Netflix France;0;-;Polonais, Allemand;NA;0;0;0
The Art Of Self-Defense;11 novembre 2019; 1h 44min ;Comédie dramatique;NA;NA;Riley Stearns;NA;Jesse Eisenberg;Alessandro Nivola;Imogen Poots;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=258838.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=695374.html;Riley Stearns;U.S.A.;NA;NA;0;-;Anglais;NA;NA;1;0
The Art of the Steal;15 octobre 2014; 1h 30min ;Comédie;Policier;NA;Jonathan Sobol;NA;Mike Wilmot;Kurt Russell;Matt Dillon;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=222935.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=409191.html;Jonathan Sobol;Canada;U.S.A.;NA;0;-;Anglais;NA;0;0;1
The Artist;12 octobre 2011; 1h 40min ;Comédie;Drame;Romance;Michel Hazanavicius;NA;Jean Dujardin;Bérénice Bejo;John Goodman;4,1;4,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=183070.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=5079.html;Michel Hazanavicius;France;NA;Warner Bros. France;53         62            ;12 000 000 $;Anglais, Français;3 054 794 entrées;22;15;5
The Assassin;9 mars 2016; 1h 45min ;Action;Drame;NA;Hou Hsiao-Hsien;NA;Shu Qi;Chen Chang;Yun Zhou;4,2;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=145177.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=7467.html;Chu T'ien-wen;Taïwan;Chine;Ad Vitam;2         8            ;14 900 000 US$;Mandarin;205 731 entrées;5;0;0
The Assassination of Richard Nixon;27 octobre 2004; 1h 35min ;Drame;NA;NA;Niels Mueller;NA;Sean Penn;Naomi Watts;Don Cheadle;2,7;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=52407.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=70600.html;Niels Mueller;U.S.A.;NA;UFD;3            ;-;Anglais;41 329 entrées;3;11;2
The Assassins;21 janvier 2014; 1h 48min ;Action;Aventure;NA;Zhao Linshan;NA;Chow Yun-Fat;Yifei Liu;Hiroshi Tamaki;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=222961.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=649664.html;NA;Chine;NA;NA;0;-;Chinois;NA;0;1;0
The Assistant;27 avril 2022; 1h 28min ;Drame;NA;NA;Kitty Green;NA;Julia Garner;Matthew Macfadyen;Makenzie Leigh;NA;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=270435.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=651740.html;Kitty Green;U.S.A.;NA;NA;5            ;-;Anglais;NA;NA;2;1
The Assistant;7 novembre 2022; Action;Action;NA;NA;Adrian Teh;NA;Iedil Putra;Hairul Azreen;Kin Wah Chew;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=302150.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=866747.html;Adrian Teh;Malaisie;NA;NA;0;-;Malais;NA;NA;0;NA
The Associate;26 juillet 2017; Thriller;Thriller;NA;NA;NA;NA;Zac Efron;NA;NA;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=141301.html;NA;NA;U.S.A.;NA;NA;0;-;Anglais;NA;NA;2;0
The Autumn Heart;10 novembre 2022; 1h 50min ;Drame;NA;NA;Steven Maler;NA;Tyne Daly;Ally Sheedy;Jack Davidson (III);NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=29402.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=41991.html;Davidlee Willson;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
The Baby;7 mai 2014; 1h 29min ;Epouvante-horreur;NA;NA;Matt Bettinelli-Olpin;Tyler Gillett;Allison Miller;Zach Gilford;Sam Anderson;1,6;1,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=222006.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=559238.html;Lindsay Devlin;U.S.A.;NA;Twentieth Century Fox France;0;7 000 000 $;Anglais;179 022 entrées;1;0;0
The Baby of Mâcon;5 janvier 1994; 2h 02min ;Drame;NA;NA;Peter Greenaway;NA;Philip Stone;Ralph Fiennes;Julia Ormond;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=9070.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=868.html;Peter Greenaway;France;Grande-Bretagne;NA;1           ;-;Anglais;NA;1;0;4
The Lost Daughter;31 décembre 2021; 2h 02min ;Drame;NA;NA;Maggie Gyllenhaal;NA;Olivia Colman;Jessie Buckley;Dakota Johnson;3,4;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=281474.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=70218.html;Maggie Gyllenhaal;U.S.A.;Grèce;NA;1         10            ;-;Anglais;NA;2;10;2
The Lost Door;4 décembre 2008; Drame;Drame;NA;NA;Roy Stuart;NA;Mika'Ela Fisher;Rémi Martin;NA;NA;2,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=140669.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=140483.html;NA;France;NA;Dame du Lac Films;0;-;Français;NA;NA;0;1
The Lost Husband;7 septembre 2020; 1h 55min ;Drame;Romance;NA;Vicky Wight;NA;Leslie Bibb;Josh Duhamel;Nora Dunn;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=268441.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=816318.html;Vicky Wight;U.S.A.;NA;NA;0;-;Anglais;NA;NA;0;3
The Lost King;29 mars 2023; 1h 49min ;Comédie;Comédie dramatique;Drame;Stephen Frears;NA;Sally Hawkins;Steve Coogan;Harry Lloyd;3,2;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=287759.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=2561.html;Steve Coogan;Grande-Bretagne;NA;Pathé;0;-;Anglais;73 290 entrées;6;1;2
The Lost Lotteries;16 novembre 2022; 1h 46min ;Comédie;Policier;NA;Prueksa Amaruji;NA;Wongravee Nateeton;Phantira Pipityakorn;Gee Sutthirak Subvijitra;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=309647.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=978180.html;Prueksa Amaruji;Thaïlande;NA;NA;0;-;Thaï;NA;NA;NA;NA
The Lost Moment;15 avril 2015; 1h 29min ;Drame;Romance;NA;Martin Gabel;NA;Robert Cummings;Susan Hayward;Agnes Moorehead;NA;3,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=236731.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=3969.html;NA;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;4
The Lost Soldier;14 novembre 2018; 1h 37min ;Romance;Guerre;NA;Bille August;NA;Emile Hirsch;Yifei Liu;Shaoqun Yu;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=268334.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=1975.html;Greg Latter;Chine;NA;NA;0;-;Anglais;NA;3;4;0
The Lost Son;21 avril 1999; 1h 42min ;Policier;NA;NA;Chris Menges;NA;Nastassja Kinski;Daniel Auteuil;Billie Whitelaw;2,3;2,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=9448.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=9770.html;Margaret Leclere;Grande-Bretagne;France;Bac Films;0;-;Français, Anglais;NA;5;1;6
The Lost Viking;26 mars 2022; 1h 47min ;Action;Aventure;NA;NA;NA;Dean Ridge;Ross O'Hennessy;Kezia Burrows;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=256376.html;NA;NA;Grande-Bretagne;NA;NA;0;-;Anglais;NA;NA;0;0
The Love Affair;16 novembre 2022; 2h 05min ;Drame;Romance;NA;Nuel C. Naval;NA;Dawn Zulueta;Richard Gomez;Bea Alonzo;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=287938.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=899213.html;NA;Philippines;NA;NA;0;-;Filipino, Autre;NA;NA;NA;NA
The Love Europe Project;11 octobre 2022; 1h 39min ;Drame;NA;NA;Anca Miruna Lăzărescu;Sofia Georgovassili;Tobias Santelmann;Janne Heltberg;Gustav Schmidt;NA;NA;https://www.allocine.fr/film/fichefilm_gen_cfilm=273996.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=249410.html;Anca Miruna Lăzărescu;Allemagne;République tchèque;NA;0;-;Allemand;NA;0;0;NA
The Love Hotel Girl;28 juillet 2021; 1h 37min ;Drame;Thriller;NA;William Olsson;NA;Alexandra Daddario;Takehiro Hira;Carice van Houten;NA;1,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=176475.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=248435.html;Catherine Hanrahan;U.S.A.;Japon;L'atelier d'images;0;-;Anglais, Japonais;NA;0;0;0
The Love of Siam;25 février 2009; 2h 30min ;Drame;NA;NA;Chookiat Sakveerakul;NA;Sinjai Plengpanit;Songsit Roongnophakunsri;NA;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=189010.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=677499.html;NA;NA;NA;NA;0;-;-;NA;0;NA;0
The Lovebirds;22 mai 2020; 1h 26min ;Comédie;Romance;NA;Michael Showalter;NA;Kumail Nanjiani;Issa Rae;Moses Storm;NA;2,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=267358.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=80786.html;Aron Abrams;U.S.A.;NA;NA;0;-;Anglais;NA;0;2;5
The Loved Ones;1 juillet 2010; 1h 24min ;Epouvante-horreur;NA;NA;Sean Byrne;NA;Xavier Samuel;Robin McLeavy;Jessica McNamee;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=183395.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=415988.html;Sean Byrne;Australie;NA;NA;2         5            ;-;Anglais;NA;3;1;0
Tih Minh;8 décembre 2021; 6h 58min ;Espionnage;NA;NA;Louis Feuillade;NA;Mary Harald;René Cresté;Georges Biscot;NA;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=179857.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=4128.html;Louis Feuillade;France;NA;NA;0;-;Muet;NA;1;0;0
Tijuana Bible;29 juillet 2020; 1h 32min ;Drame;NA;NA;Jean-Charles Hue;NA;Paul Anderson;Adriana Paz;Noé Hernandez;2,9;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=268281.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=258834.html;Axel Guyot;France;NA;Ad Vitam;0;-;Anglais;9 901 entrées;2;0;0
Tik Tik Tik;22 juin 2018; 2h 10min ;Action;Science Fiction;NA;Shakti Soundar Rajan;NA;Jayam Ravi;NA;NA;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=261037.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=826384.html;NA;Inde;NA;Aanna Films;0;-;Tamoul;NA;NA;0;0
Tik Tok;1 juillet 2017; 1h 47min ;Policier;NA;NA;Jun Lee;NA;Wallace Chung;Jung-jae Lee;Yueting Lang;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=257774.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=894273.html;NA;Chine;NA;Netflix France;0;-;Mandarin, Coréen, Anglais;NA;NA;0;1
Tikhiy Don;20 août 2013; 1h 47min ;Drame;Guerre;NA;Sergei Gerasimov;NA;A. Filippova;Zinaida Kirienko;Daniil Ilchenko;NA;3,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=186596.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=67919.html;Sergei Gerasimov;NA;NA;NA;0;-;-;NA;0;0;NA
Tikkoun;7 décembre 2016; 2h 00min ;Drame;NA;NA;Avishai Sivan;NA;Aharon Traitel;Khalifa Natour;Riki Blich;3,6;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=239536.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=438785.html;NA;Israël;NA;Ed Distribution;4            ;-;Hebreu, Yiddish;2 600 entrées;10;0;0
Till Death;19 août 2021; 1h 30min ;Epouvante-horreur;Thriller;NA;S.K. Dale;NA;Megan Fox;Eoin Macken;Callan Mulvey;NA;2,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=287290.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=917356.html;Jason Carvey;U.S.A.;NA;Metropolitan FilmExport;0;-;Anglais;NA;NA;1;0
Till Judge Do Us Part;22 décembre 2022; 1h 23min ;Comédie;NA;NA;Antonio Fornari;Andrea Maia;Francesca Inaudi;Luca Angeletti;Simone Montedoro;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=311613.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=982501.html;NA;Italie;NA;NA;0;-;Italien;NA;NA;0;0
Tilai;12 août 2002; 1h 21min ;Drame;NA;NA;Idrissa Ouedraogo;NA;Rasmané Ouédraogo;Roukietou Barry;Ina Cissé;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=6211.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=92407.html;NA;NA;NA;NA;1         6            ;-;-;NA;2;0;0
Tim & Eric, le film qui valait un milliard;27 janvier 2017; 1h 33min ;Comédie;NA;NA;Tim Heidecker;Eric Wareheim;Tim Heidecker;Eric Wareheim;Robert Loggia;NA;2,1;https://www.allocine.fr/film/fichefilm_gen_cfilm=191017.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=499132.html;Tim Heidecker;U.S.A.;NA;NA;0;$3 000 000 (estimado);Anglais;NA;0;0;0
Timber et la carte au trésor;3 mai 2016; 1h 32min ;Aventure;Famille;NA;Ari Novak;NA;Rib Hillis;Wilford Brimley;Kix Brooks;NA;2,9;https://www.allocine.fr/film/fichefilm_gen_cfilm=245759.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=399826.html;Ari Novak;U.S.A.;NA;NA;0;-;Anglais;NA;0;0;0
Timber Falls;5 août 2009; 1h 40min ;Epouvante-horreur;Thriller;NA;Tony Giglio;NA;Josh Randall;Brianna Brown;Nick Searcy;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=133102.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=96477.html;Daniel Kay;U.S.A.;NA;NA;0;2,6 000 000 $;Anglais;NA;0;0;0
Timbuktu;10 décembre 2014; 1h 36min ;Drame;NA;NA;Abderrahmane Sissako;NA;Ibrahim Ahmed dit Pino;Abel Jafri;Hichem Yacoubi;4,2;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=225923.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=16834.html;Abderrahmane Sissako;France;Mauritanie;Le Pacte;11         11            ;-;Arabe, Français, Bambara, Anglais;1 143 743 entrées;9;NA;0
Time and tide;7 août 2001; 1h 53min ;Action;NA;NA;Tsui Hark;NA;Nicholas Tse;Wu Bai;Candy Lo;3,8;3,4;https://www.allocine.fr/film/fichefilm_gen_cfilm=29242.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=8900.html;Koan Hui;Chine;Hong-Kong;Columbia TriStar Films;1           ;-;Anglais, Mandarin, Hokkien, Cantonais, Portugais;30 798 entrées;1;0;NA
Time Bomb;13 mai 2022; 1h 30min ;Thriller;NA;NA;Erin Berry;NA;Jake Busey;Richard Fitzpatrick;Vik Sahay;NA;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=148167.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=400297.html;NA;Canada;NA;NA;0;-;Anglais;NA;0;0;0
Tu veux ou tu veux pas;1 octobre 2014; 1h 27min ;Comédie;Romance;NA;Tonie Marshall;NA;Sophie Marceau;Patrick Bruel;André Wilms;2,0;2,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=222030.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=4894.html;Tonie Marshall;France;NA;Warner Bros. France;0;-;Français;1 057 510 entrées;3;3;1
Tu vivras ma fille;17 septembre 2018; 1h 30min ;Biopic;Drame;NA;Gabriel Aghion;NA;Cécile Bois;Arié Elmaleh;Hugo Becker;NA;3,7;https://www.allocine.fr/film/fichefilm_gen_cfilm=267255.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=21349.html;Camille de Castelnau;France;NA;TF1;0;-;Français;NA;1;0;2
Tube;18 septembre 2017; 1h 52min ;Action;Policier;NA;Baek Woon-Hak;NA;Kim Seok-hun ( II );Park Sang-min;Doona Bae;NA;2,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=60286.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=119189.html;Baek Woon-Hak;Corée du Sud;NA;NA;0;-;Coréen;NA;NA;0;0
Tubelight;23 juin 2017; 2h 16min ;Comédie dramatique;NA;NA;Kabir Khan;NA;Salman Khan;Sohail Khan;Zhu Zhu;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=256180.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=176702.html;NA;Inde;NA;Aanna Films;0;-;Hindi;NA;0;1;0
Tuck Jagadish;9 septembre 2021; Action, Drame, Romance;Action;Drame;Romance;Shiva Nirvana;NA;Ritu Varma;Nani;Aishwarya Rajesh;NA;3,0;https://www.allocine.fr/film/fichefilm_gen_cfilm=281067.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=869335.html;NA;Inde;NA;NA;0;-;-;NA;NA;NA;NA
Tucker & Dale fightent le mal;1 février 2012; 1h 28min ;Comédie;Epouvante-horreur;NA;Eli Craig;NA;Tyler Labine;Alan Tudyk;Katrina Bowden;3,7;3,8;https://www.allocine.fr/film/fichefilm_gen_cfilm=176961.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=419487.html;Eli Craig;Canada;U.S.A.;Wild Bunch Distribution;5            ;-;Anglais;136 373 entrées;5;0;1
Tucker : L'homme et son rêve;11 janvier 1989; 1h 50min ;Comédie dramatique;NA;NA;Francis Ford Coppola;NA;Jeff Bridges;Frederic Forrest;Joan Allen;NA;3,6;https://www.allocine.fr/film/fichefilm_gen_cfilm=3746.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=372.html;Arnold Schulman;U.S.A.;NA;Agence Méditerranéenne de Location de Films (A.M.L.F.);2         3            ;-;Anglais;NA;11;6;2
Tue-moi;25 avril 2012; 1h 31min ;Drame;NA;NA;Emily Atef;NA;Maria Dragus;Roeland Wiesnekker;Wolfram Koch;2,9;2,5;https://www.allocine.fr/film/fichefilm_gen_cfilm=197185.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=170365.html;Emily Atef;Allemagne;Suisse;Les Films du Losange;2            ;-;Allemand, Français;1 093 entrées;1;0;0
Tuer n'est pas jouer;16 septembre 1987; 2h 10min ;Action;Aventure;Espionnage;John Glen;NA;Timothy Dalton;Maryam D'Abo;Joe Don Baker;NA;3,2;https://www.allocine.fr/film/fichefilm_gen_cfilm=2679.html;https://www.allocine.fr/personne/fichepersonne_gen_cpersonne=94.html;Michael G. Wilson;U.S.A.;Grande-Bretagne;United International Pictures (UIP);1           ;30 000 000$;Anglais;NA;3;0;0
